graph_id,state_id,split,horizon_fraction,h_steps,K,z,collapse_fraction
g_n24_e72_k2_low_01,g_n24_e72_k2_low_01_p0,validation,0.15,11,64,3,0.046875
g_n24_e72_k2_low_01,g_n24_e72_k2_low_01_p4,validation,0.05,4,64,0,0.0
g_n24_e72_k2_low_01,g_n24_e72_k2_low_01_p4,validation,0.1,7,64,0,0.0
g_n24_e72_k2_low_01,g_n24_e72_k2_low_01_p4,validation,0.15,11,64,3,0.046875
g_n24_e72_k2_low_01,g_n24_e72_k2_low_01_p8,validation,0.05,4,64,6,0.09375
g_n24_e72_k2_low_01,g_n24_e72_k2_low_01_p8,validation,0.1,7,64,11,0.171875
g_n24_e72_k2_low_01,g_n24_e72_k2_low_01_p8,validation,0.15,10,64,18,0.28125
g_n24_e72_k2_low_02,g_n24_e72_k2_low_02_p0,train,0.05,4,64,0,0.0
g_n24_e72_k2_low_02,g_n24_e72_k2_low_02_p0,train,0.1,8,64,3,0.046875
g_n24_e72_k2_low_02,g_n24_e72_k2_low_02_p0,train,0.15,11,64,3,0.046875
g_n24_e72_k2_low_02,g_n24_e72_k2_low_02_p4,train,0.05,4,64,0,0.0
g_n24_e72_k2_low_02,g_n24_e72_k2_low_02_p4,train,0.1,7,64,2,0.03125
g_n24_e72_k2_low_02,g_n24_e72_k2_low_02_p4,train,0.15,11,64,6,0.09375
g_n24_e72_k2_low_02,g_n24_e72_k2_low_02_p8,train,0.05,4,64,1,0.015625
g_n24_e72_k2_low_02,g_n24_e72_k2_low_02_p8,train,0.1,7,64,3,0.046875
g_n24_e72_k2_low_02,g_n24_e72_k2_low_02_p8,train,0.15,10,64,8,0.125
g_n24_e72_k2_low_03,g_n24_e72_k2_low_03_p0,train,0.05,4,64,0,0.0
g_n24_e72_k2_low_03,g_n24_e72_k2_low_03_p0,train,0.1,8,64,1,0.015625
g_n24_e72_k2_low_03,g_n24_e72_k2_low_03_p0,train,0.15,11,64,2,0.03125
g_n24_e72_k2_low_03,g_n24_e72_k2_low_03_p4,train,0.05,4,64,1,0.015625
g_n24_e72_k2_low_03,g_n24_e72_k2_low_03_p4,train,0.1,7,64,1,0.015625
g_n24_e72_k2_low_03,g_n24_e72_k2_low_03_p4,train,0.15,11,64,1,0.015625
g_n24_e72_k2_low_03,g_n24_e72_k2_low_03_p8,train,0.05,4,64,0,0.0
g_n24_e72_k2_low_03,g_n24_e72_k2_low_03_p8,train,0.1,7,64,1,0.015625
g_n24_e72_k2_low_03,g_n24_e72_k2_low_03_p8,train,0.15,10,64,3,0.046875
g_n24_e72_k2_low_04,g_n24_e72_k2_low_04_p0,test,0.05,4,64,0,0.0
g_n24_e72_k2_low_04,g_n24_e72_k2_low_04_p0,test,0.1,8,64,0,0.0
g_n24_e72_k2_low_04,g_n24_e72_k2_low_04_p0,test,0.15,11,64,0,0.0
g_n24_e72_k2_low_04,g_n24_e72_k2_low_04_p4,test,0.05,4,64,3,0.046875
g_n24_e72_k2_low_04,g_n24_e72_k2_low_04_p4,test,0.1,7,64,4,0.0625
g_n24_e72_k2_low_04,g_n24_e72_k2_low_04_p4,test,0.15,11,64,9,0.140625
g_n24_e72_k2_low_04,g_n24_e72_k2_low_04_p8,test,0.05,4,64,1,0.015625
g_n24_e72_k2_low_04,g_n24_e72_k2_low_04_p8,test,0.1,7,64,3,0.046875
g_n24_e72_k2_low_04,g_n24_e72_k2_low_04_p8,test,0.15,10,64,6,0.09375
g_n24_e72_k2_mid_05,g_n24_e72_k2_mid_05_p0,test,0.05,4,64,0,0.0
g_n24_e72_k2_mid_05,g_n24_e72_k2_mid_05_p0,test,0.1,8,64,0,0.0
g_n24_e72_k2_mid_05,g_n24_e72_k2_mid_05_p0,test,0.15,11,64,2,0.03125
g_n24_e72_k2_mid_05,g_n24_e72_k2_mid_05_p4,test,0.05,4,64,1,0.015625
g_n24_e72_k2_mid_05,g_n24_e72_k2_mid_05_p4,test,0.1,7,64,1,0.015625
g_n24_e72_k2_mid_05,g_n24_e72_k2_mid_05_p4,test,0.15,11,64,2,0.03125
g_n24_e72_k2_mid_05,g_n24_e72_k2_mid_05_p8,test,0.05,4,64,0,0.0
g_n24_e72_k2_mid_05,g_n24_e72_k2_mid_05_p8,test,0.1,7,64,0,0.0
g_n24_e72_k2_mid_05,g_n24_e72_k2_mid_05_p8,test,0.15,10,64,3,0.046875
g_n24_e72_k2_mid_06,g_n24_e72_k2_mid_06_p0,train,0.05,4,64,0,0.0
g_n24_e72_k2_mid_06,g_n24_e72_k2_mid_06_p0,train,0.1,8,64,1,0.015625
g_n24_e72_k2_mid_06,g_n24_e72_k2_mid_06_p0,train,0.15,11,64,2,0.03125
g_n24_e72_k2_mid_06,g_n24_e72_k2_mid_06_p4,train,0.05,4,64,1,0.015625
g_n24_e72_k2_mid_06,g_n24_e72_k2_mid_06_p4,train,0.1,7,64,1,0.015625
g_n24_e72_k2_mid_06,g_n24_e72_k2_mid_06_p4,train,0.15,11,64,3,0.046875
g_n24_e72_k2_mid_06,g_n24_e72_k2_mid_06_p8,train,0.05,4,64,1,0.015625
g_n24_e72_k2_mid_06,g_n24_e72_k2_mid_06_p8,train,0.1,7,64,1,0.015625
g_n24_e72_k2_mid_06,g_n24_e72_k2_mid_06_p8,train,0.15,10,64,3,0.046875
g_n24_e72_k2_mid_07,g_n24_e72_k2_mid_07_p0,validation,0.05,4,64,0,0.0
g_n24_e72_k2_mid_07,g_n24_e72_k2_mid_07_p0,validation,0.1,8,64,1,0.015625
g_n24_e72_k2_mid_07,g_n24_e72_k2_mid_07_p0,validation,0.15,11,64,2,0.03125
g_n24_e72_k2_mid_07,g_n24_e72_k2_mid_07_p4,validation,0.05,4,64,0,0.0
g_n24_e72_k2_mid_07,g_n24_e72_k2_mid_07_p4,validation,0.1,7,64,1,0.015625
g_n24_e72_k2_mid_07,g_n24_e72_k2_mid_07_p4,validation,0.15,11,64,6,0.09375
g_n24_e72_k2_mid_07,g_n24_e72_k2_mid_07_p8,validation,0.05,4,64,5,0.078125
g_n24_e72_k2_mid_07,g_n24_e72_k2_mid_07_p8,validation,0.1,7,64,10,0.15625
g_n24_e72_k2_mid_07,g_n24_e72_k2_mid_07_p8,validation,0.15,10,64,14,0.21875
g_n24_e72_k2_mid_08,g_n24_e72_k2_mid_08_p0,train,0.05,4,64,0,0.0
g_n24_e72_k2_mid_08,g_n24_e72_k2_mid_08_p0,train,0.1,8,64,2,0.03125
g_n24_e72_k2_mid_08,g_n24_e72_k2_mid_08_p0,train,0.15,11,64,5,0.078125
g_n24_e72_k2_mid_08,g_n24_e72_k2_mid_08_p4,train,0.05,4,64,0,0.0
g_n24_e72_k2_mid_08,g_n24_e72_k2_mid_08_p4,train,0.1,7,64,0,0.0
g_n24_e72_k2_mid_08,g_n24_e72_k2_mid_08_p4,train,0.15,11,64,0,0.0
g_n24_e72_k2_mid_08,g_n24_e72_k2_mid_08_p8,train,0.05,4,64,4,0.0625
g_n24_e72_k2_mid_08,g_n24_e72_k2_mid_08_p8,train,0.1,7,64,7,0.109375
g_n24_e72_k2_mid_08,g_n24_e72_k2_mid_08_p8,train,0.15,10,64,11,0.171875
g_n24_e72_k2_mid_09,g_n24_e72_k2_mid_09_p0,train,0.05,4,64,0,0.0
g_n24_e72_k2_mid_09,g_n24_e72_k2_mid_09_p0,train,0.1,8,64,0,0.0
g_n24_e72_k2_mid_09,g_n24_e72_k2_mid_09_p0,train,0.15,11,64,0,0.0
g_n24_e72_k2_mid_09,g_n24_e72_k2_mid_09_p4,train,0.05,4,64,0,0.0
g_n24_e72_k2_mid_09,g_n24_e72_k2_mid_09_p4,train,0.1,7,64,0,0.0
g_n24_e72_k2_mid_09,g_n24_e72_k2_mid_09_p4,train,0.15,11,64,2,0.03125
g_n24_e72_k2_mid_09,g_n24_e72_k2_mid_09_p8,train,0.05,4,64,0,0.0
g_n24_e72_k2_mid_09,g_n24_e72_k2_mid_09_p8,train,0.1,7,64,0,0.0
g_n24_e72_k2_mid_09,g_n24_e72_k2_mid_09_p8,train,0.15,10,64,0,0.0
g_n24_e72_k2_high_10,g_n24_e72_k2_high_10_p0,validation,0.05,4,64,0,0.0
g_n24_e72_k2_high_10,g_n24_e72_k2_high_10_p0,validation,0.1,8,64,0,0.0
g_n24_e72_k2_high_10,g_n24_e72_k2_high_10_p0,validation,0.15,11,64,1,0.015625
g_n24_e72_k2_high_10,g_n24_e72_k2_high_10_p4,validation,0.05,4,64,0,0.0
g_n24_e72_k2_high_10,g_n24_e72_k2_high_10_p4,validation,0.1,7,64,0,0.0
g_n24_e72_k2_high_10,g_n24_e72_k2_high_10_p4,validation,0.15,11,64,2,0.03125
g_n24_e72_k2_high_10,g_n24_e72_k2_high_10_p8,validation,0.05,4,64,0,0.0
g_n24_e72_k2_high_10,g_n24_e72_k2_high_10_p8,validation,0.1,7,64,0,0.0
g_n24_e72_k2_high_10,g_n24_e72_k2_high_10_p8,validation,0.15,10,64,2,0.03125
g_n24_e72_k2_high_11,g_n24_e72_k2_high_11_p0,train,0.05,4,64,0,0.0
g_n24_e72_k2_high_11,g_n24_e72_k2_high_11_p0,train,0.1,8,64,0,0.0
g_n24_e72_k2_high_11,g_n24_e72_k2_high_11_p0,train,0.15,11,64,1,0.015625
g_n24_e72_k2_high_11,g_n24_e72_k2_high_11_p4,train,0.05,4,64,0,0.0
g_n24_e72_k2_high_11,g_n24_e72_k2_high_11_p4,train,0.1,7,64,0,0.0
g_n24_e72_k2_high_11,g_n24_e72_k2_high_11_p4,train,0.15,11,64,1,0.015625
g_n24_e72_k2_high_11,g_n24_e72_k2_high_11_p8,train,0.05,4,64,7,0.109375
g_n24_e72_k2_high_11,g_n24_e72_k2_high_11_p8,train,0.1,7,64,9,0.140625
g_n24_e72_k2_high_11,g_n24_e72_k2_high_11_p8,train,0.15,10,64,14,0.21875
g_n24_e72_k2_high_12,g_n24_e72_k2_high_12_p0,train,0.05,4,64,0,0.0
g_n24_e72_k2_high_12,g_n24_e72_k2_high_12_p0,train,0.1,8,64,1,0.015625
g_n24_e72_k2_high_12,g_n24_e72_k2_high_12_p0,train,0.15,11,64,1,0.015625
g_n24_e72_k2_high_12,g_n24_e72_k2_high_12_p4,train,0.05,4,64,0,0.0
g_n24_e72_k2_high_12,g_n24_e72_k2_high_12_p4,train,0.1,7,64,0,0.0
g_n24_e72_k2_high_12,g_n24_e72_k2_high_12_p4,train,0.15,11,64,1,0.015625
g_n24_e72_k2_high_12,g_n24_e72_k2_high_12_p8,train,0.05,4,64,1,0.015625
g_n24_e72_k2_high_12,g_n24_e72_k2_high_12_p8,train,0.1,7,64,1,0.015625
g_n24_e72_k2_high_12,g_n24_e72_k2_high_12_p8,train,0.15,10,64,3,0.046875
g_n24_e72_k2_high_13,g_n24_e72_k2_high_13_p0,train,0.05,4,64,0,0.0
g_n24_e72_k2_high_13,g_n24_e72_k2_high_13_p0,train,0.1,8,64,1,0.015625
g_n24_e72_k2_high_13,g_n24_e72_k2_high_13_p0,train,0.15,11,64,3,0.046875
g_n24_e72_k2_high_13,g_n24_e72_k2_high_13_p4,train,0.05,4,64,0,0.0
g_n24_e72_k2_high_13,g_n24_e72_k2_high_13_p4,train,0.1,7,64,1,0.015625
g_n24_e72_k2_high_13,g_n24_e72_k2_high_13_p4,train,0.15,11,64,2,0.03125
g_n24_e72_k2_high_13,g_n24_e72_k2_high_13_p8,train,0.05,4,64,3,0.046875
g_n24_e72_k2_high_13,g_n24_e72_k2_high_13_p8,train,0.1,7,64,8,0.125
g_n24_e72_k2_high_13,g_n24_e72_k2_high_13_p8,train,0.15,10,64,12,0.1875
g_n24_e72_k2_high_14,g_n24_e72_k2_high_14_p0,test,0.05,4,64,0,0.0
g_n24_e72_k2_high_14,g_n24_e72_k2_high_14_p0,test,0.1,8,64,0,0.0
g_n24_e72_k2_high_14,g_n24_e72_k2_high_14_p0,test,0.15,11,64,3,0.046875
g_n24_e72_k2_high_14,g_n24_e72_k2_high_14_p4,test,0.05,4,64,0,0.0
g_n24_e72_k2_high_14,g_n24_e72_k2_high_14_p4,test,0.1,7,64,1,0.015625
g_n24_e72_k2_high_14,g_n24_e72_k2_high_14_p4,test,0.15,11,64,4,0.0625
g_n24_e72_k2_high_14,g_n24_e72_k2_high_14_p8,test,0.05,4,64,0,0.0
g_n24_e72_k2_high_14,g_n24_e72_k2_high_14_p8,test,0.1,7,64,0,0.0
g_n24_e72_k2_high_14,g_n24_e72_k2_high_14_p8,test,0.15,10,64,1,0.015625
g_n24_e72_k3_low_00,g_n24_e72_k3_low_00_p0,validation,0.05,4,64,0,0.0
g_n24_e72_k3_low_00,g_n24_e72_k3_low_00_p0,validation,0.1,8,64,0,0.0
g_n24_e72_k3_low_00,g_n24_e72_k3_low_00_p0,validation,0.15,11,64,0,0.0
g_n24_e72_k3_low_00,g_n24_e72_k3_low_00_p4,validation,0.05,4,64,0,0.0
g_n24_e72_k3_low_00,g_n24_e72_k3_low_00_p4,validation,0.1,7,64,0,0.0
g_n24_e72_k3_low_00,g_n24_e72_k3_low_00_p4,validation,0.15,11,64,0,0.0
g_n24_e72_k3_low_00,g_n24_e72_k3_low_00_p8,validation,0.05,4,64,1,0.015625
g_n24_e72_k3_low_00,g_n24_e72_k3_low_00_p8,validation,0.1,7,64,3,0.046875
g_n24_e72_k3_low_00,g_n24_e72_k3_low_00_p8,validation,0.15,10,64,3,0.046875
g_n24_e72_k3_low_01,g_n24_e72_k3_low_01_p0,test,0.05,4,64,0,0.0
g_n24_e72_k3_low_01,g_n24_e72_k3_low_01_p0,test,0.1,8,64,0,0.0
g_n24_e72_k3_low_01,g_n24_e72_k3_low_01_p0,test,0.15,11,64,0,0.0
g_n24_e72_k3_low_01,g_n24_e72_k3_low_01_p4,test,0.05,4,64,0,0.0
g_n24_e72_k3_low_01,g_n24_e72_k3_low_01_p4,test,0.1,7,64,0,0.0
g_n24_e72_k3_low_01,g_n24_e72_k3_low_01_p4,test,0.15,11,64,1,0.015625
g_n24_e72_k3_low_01,g_n24_e72_k3_low_01_p8,test,0.05,4,64,5,0.078125
g_n24_e72_k3_low_01,g_n24_e72_k3_low_01_p8,test,0.1,7,64,10,0.15625
g_n24_e72_k3_low_01,g_n24_e72_k3_low_01_p8,test,0.15,10,64,14,0.21875
g_n24_e72_k3_low_02,g_n24_e72_k3_low_02_p0,train,0.05,4,64,0,0.0
g_n24_e72_k3_low_02,g_n24_e72_k3_low_02_p0,train,0.1,8,64,0,0.0
g_n24_e72_k3_low_02,g_n24_e72_k3_low_02_p0,train,0.15,11,64,0,0.0
g_n24_e72_k3_low_02,g_n24_e72_k3_low_02_p4,train,0.05,4,64,0,0.0
g_n24_e72_k3_low_02,g_n24_e72_k3_low_02_p4,train,0.1,7,64,0,0.0
g_n24_e72_k3_low_02,g_n24_e72_k3_low_02_p4,train,0.15,11,64,0,0.0
g_n24_e72_k3_low_02,g_n24_e72_k3_low_02_p8,train,0.05,4,64,1,0.015625
g_n24_e72_k3_low_02,g_n24_e72_k3_low_02_p8,train,0.1,7,64,2,0.03125
g_n24_e72_k3_low_02,g_n24_e72_k3_low_02_p8,train,0.15,10,64,5,0.078125
g_n24_e72_k3_low_03,g_n24_e72_k3_low_03_p0,train,0.05,4,64,0,0.0
g_n24_e72_k3_low_03,g_n24_e72_k3_low_03_p0,train,0.1,8,64,0,0.0
g_n24_e72_k3_low_03,g_n24_e72_k3_low_03_p0,train,0.15,11,64,1,0.015625
g_n24_e72_k3_low_03,g_n24_e72_k3_low_03_p4,train,0.05,4,64,0,0.0
g_n24_e72_k3_low_03,g_n24_e72_k3_low_03_p4,train,0.1,7,64,0,0.0
g_n24_e72_k3_low_03,g_n24_e72_k3_low_03_p4,train,0.15,11,64,0,0.0
g_n24_e72_k3_low_03,g_n24_e72_k3_low_03_p8,train,0.05,4,64,2,0.03125
g_n24_e72_k3_low_03,g_n24_e72_k3_low_03_p8,train,0.1,7,64,8,0.125
g_n24_e72_k3_low_03,g_n24_e72_k3_low_03_p8,train,0.15,10,64,9,0.140625
g_n24_e72_k3_low_04,g_n24_e72_k3_low_04_p0,train,0.05,4,64,0,0.0
g_n24_e72_k3_low_04,g_n24_e72_k3_low_04_p0,train,0.1,8,64,0,0.0
g_n24_e72_k3_low_04,g_n24_e72_k3_low_04_p0,train,0.15,11,64,0,0.0
g_n24_e72_k3_low_04,g_n24_e72_k3_low_04_p4,train,0.05,4,64,0,0.0
g_n24_e72_k3_low_04,g_n24_e72_k3_low_04_p4,train,0.1,7,64,0,0.0
g_n24_e72_k3_low_04,g_n24_e72_k3_low_04_p4,train,0.15,11,64,1,0.015625
g_n24_e72_k3_low_04,g_n24_e72_k3_low_04_p8,train,0.05,4,64,0,0.0
g_n24_e72_k3_low_04,g_n24_e72_k3_low_04_p8,train,0.1,7,64,2,0.03125
g_n24_e72_k3_low_04,g_n24_e72_k3_low_04_p8,train,0.15,10,64,6,0.09375
g_n24_e72_k3_mid_05,g_n24_e72_k3_mid_05_p0,train,0.05,4,64,0,0.0
g_n24_e72_k3_mid_05,g_n24_e72_k3_mid_05_p0,train,0.1,8,64,0,0.0
g_n24_e72_k3_mid_05,g_n24_e72_k3_mid_05_p0,train,0.15,11,64,0,0.0
g_n24_e72_k3_mid_05,g_n24_e72_k3_mid_05_p4,train,0.05,4,64,1,0.015625
g_n24_e72_k3_mid_05,g_n24_e72_k3_mid_05_p4,train,0.1,7,64,2,0.03125
g_n24_e72_k3_mid_05,g_n24_e72_k3_mid_05_p4,train,0.15,11,64,5,0.078125
g_n24_e72_k3_mid_05,g_n24_e72_k3_mid_05_p8,train,0.05,4,64,0,0.0
g_n24_e72_k3_mid_05,g_n24_e72_k3_mid_05_p8,train,0.1,7,64,1,0.015625
g_n24_e72_k3_mid_05,g_n24_e72_k3_mid_05_p8,train,0.15,10,64,3,0.046875
g_n24_e72_k3_mid_06,g_n24_e72_k3_mid_06_p0,train,0.05,4,64,0,0.0
g_n24_e72_k3_mid_06,g_n24_e72_k3_mid_06_p0,train,0.1,8,64,0,0.0
g_n24_e72_k3_mid_06,g_n24_e72_k3_mid_06_p0,train,0.15,11,64,1,0.015625
g_n24_e72_k3_mid_06,g_n24_e72_k3_mid_06_p4,train,0.05,4,64,0,0.0
g_n24_e72_k3_mid_06,g_n24_e72_k3_mid_06_p4,train,0.1,7,64,0,0.0
g_n24_e72_k3_mid_06,g_n24_e72_k3_mid_06_p4,train,0.15,11,64,1,0.015625
g_n24_e72_k3_mid_06,g_n24_e72_k3_mid_06_p8,train,0.05,4,64,0,0.0
g_n24_e72_k3_mid_06,g_n24_e72_k3_mid_06_p8,train,0.1,7,64,0,0.0
g_n24_e72_k3_mid_06,g_n24_e72_k3_mid_06_p8,train,0.15,10,64,1,0.015625
g_n24_e72_k3_mid_07,g_n24_e72_k3_mid_07_p0,train,0.05,4,64,0,0.0
g_n24_e72_k3_mid_07,g_n24_e72_k3_mid_07_p0,train,0.1,8,64,0,0.0
g_n24_e72_k3_mid_07,g_n24_e72_k3_mid_07_p0,train,0.15,11,64,0,0.0
g_n24_e72_k3_mid_07,g_n24_e72_k3_mid_07_p4,train,0.05,4,64,0,0.0
g_n24_e72_k3_mid_07,g_n24_e72_k3_mid_07_p4,train,0.1,7,64,0,0.0
g_n24_e72_k3_mid_07,g_n24_e72_k3_mid_07_p4,train,0.15,11,64,1,0.015625
g_n24_e72_k3_mid_07,g_n24_e72_k3_mid_07_p8,train,0.05,4,64,0,0.0
g_n24_e72_k3_mid_07,g_n24_e72_k3_mid_07_p8,train,0.1,7,64,0,0.0
g_n24_e72_k3_mid_07,g_n24_e72_k3_mid_07_p8,train,0.15,10,64,3,0.046875
g_n24_e72_k3_mid_08,g_n24_e72_k3_mid_08_p0,test,0.05,4,64,0,0.0
g_n24_e72_k3_mid_08,g_n24_e72_k3_mid_08_p0,test,0.1,8,64,0,0.0
g_n24_e72_k3_mid_08,g_n24_e72_k3_mid_08_p0,test,0.15,11,64,0,0.0
g_n24_e72_k3_mid_08,g_n24_e72_k3_mid_08_p4,test,0.05,4,64,0,0.0
g_n24_e72_k3_mid_08,g_n24_e72_k3_mid_08_p4,test,0.1,7,64,1,0.015625
g_n24_e72_k3_mid_08,g_n24_e72_k3_mid_08_p4,test,0.15,11,64,4,0.0625
g_n24_e72_k3_mid_08,g_n24_e72_k3_mid_08_p8,test,0.05,4,64,0,0.0
g_n24_e72_k3_mid_08,g_n24_e72_k3_mid_08_p8,test,0.1,7,64,1,0.015625
g_n24_e72_k3_mid_08,g_n24_e72_k3_mid_08_p8,test,0.15,10,64,4,0.0625
g_n24_e72_k3_mid_09,g_n24_e72_k3_mid_09_p0,validation,0.05,4,64,0,0.0
g_n24_e72_k3_mid_09,g_n24_e72_k3_mid_09_p0,validation,0.1,8,64,0,0.0
g_n24_e72_k3_mid_09,g_n24_e72_k3_mid_09_p0,validation,0.15,11,64,0,0.0
g_n24_e72_k3_mid_09,g_n24_e72_k3_mid_09_p4,validation,0.05,4,64,1,0.015625
g_n24_e72_k3_mid_09,g_n24_e72_k3_mid_09_p4,validation,0.1,7,64,1,0.015625
g_n24_e72_k3_mid_09,g_n24_e72_k3_mid_09_p4,validation,0.15,11,64,1,0.015625
g_n24_e72_k3_mid_09,g_n24_e72_k3_mid_09_p8,validation,0.05,4,64,0,0.0
g_n24_e72_k3_mid_09,g_n24_e72_k3_mid_09_p8,validation,0.1,7,64,2,0.03125
g_n24_e72_k3_mid_09,g_n24_e72_k3_mid_09_p8,validation,0.15,10,64,5,0.078125
g_n24_e72_k3_high_10,g_n24_e72_k3_high_10_p0,train,0.05,4,64,0,0.0
g_n24_e72_k3_high_10,g_n24_e72_k3_high_10_p0,train,0.1,8,64,0,0.0
g_n24_e72_k3_high_10,g_n24_e72_k3_high_10_p0,train,0.15,11,64,0,0.0
g_n24_e72_k3_high_10,g_n24_e72_k3_high_10_p4,train,0.05,4,64,0,0.0
g_n24_e72_k3_high_10,g_n24_e72_k3_high_10_p4,train,0.1,7,64,0,0.0
g_n24_e72_k3_high_10,g_n24_e72_k3_high_10_p4,train,0.15,11,64,0,0.0
g_n24_e72_k3_high_10,g_n24_e72_k3_high_10_p8,train,0.05,4,64,0,0.0
g_n24_e72_k3_high_10,g_n24_e72_k3_high_10_p8,train,0.1,7,64,0,0.0
g_n24_e72_k3_high_10,g_n24_e72_k3_high_10_p8,train,0.15,10,64,1,0.015625
g_n24_e72_k3_high_11,g_n24_e72_k3_high_11_p0,train,0.05,4,64,0,0.0
g_n24_e72_k3_high_11,g_n24_e72_k3_high_11_p0,train,0.1,8,64,0,0.0
g_n24_e72_k3_high_11,g_n24_e72_k3_high_11_p0,train,0.15,11,64,1,0.015625
g_n24_e72_k3_high_11,g_n24_e72_k3_high_11_p4,train,0.05,4,64,0,0.0
g_n24_e72_k3_high_11,g_n24_e72_k3_high_11_p4,train,0.1,7,64,0,0.0
g_n24_e72_k3_high_11,g_n24_e72_k3_high_11_p4,train,0.15,11,64,0,0.0
g_n24_e72_k3_high_11,g_n24_e72_k3_high_11_p8,train,0.05,4,64,0,0.0
g_n24_e72_k3_high_11,g_n24_e72_k3_high_11_p8,train,0.1,7,64,0,0.0
g_n24_e72_k3_high_11,g_n24_e72_k3_high_11_p8,train,0.15,10,64,1,0.015625
g_n24_e72_k3_high_12,g_n24_e72_k3_high_12_p0,test,0.05,4,64,0,0.0
g_n24_e72_k3_high_12,g_n24_e72_k3_high_12_p0,test,0.1,8,64,0,0.0
g_n24_e72_k3_high_12,g_n24_e72_k3_high_12_p0,test,0.15,11,64,0,0.0
g_n24_e72_k3_high_12,g_n24_e72_k3_high_12_p4,test,0.05,4,64,0,0.0
g_n24_e72_k3_high_12,g_n24_e72_k3_high_12_p4,test,0.1,7,64,1,0.015625
g_n24_e72_k3_high_12,g_n24_e72_k3_high_12_p4,test,0.15,11,64,2,0.03125
g_n24_e72_k3_high_12,g_n24_e72_k3_high_12_p8,test,0.05,4,64,1,0.015625
g_n24_e72_k3_high_12,g_n24_e72_k3_high_12_p8,test,0.1,7,64,1,0.015625
g_n24_e72_k3_high_12,g_n24_e72_k3_high_12_p8,test,0.15,10,64,5,0.078125
g_n24_e72_k3_high_13,g_n24_e72_k3_high_13_p0,train,0.05,4,64,0,0.0
g_n24_e72_k3_high_13,g_n24_e72_k3_high_13_p0,train,0.1,8,64,0,0.0
g_n24_e72_k3_high_13,g_n24_e72_k3_high_13_p0,train,0.15,11,64,0,0.0
g_n24_e72_k3_high_13,g_n24_e72_k3_high_13_p4,train,0.05,4,64,0,0.0
g_n24_e72_k3_high_13,g_n24_e72_k3_high_13_p4,train,0.1,7,64,0,0.0
g_n24_e72_k3_high_13,g_n24_e72_k3_high_13_p4,train,0.15,11,64,2,0.03125
g_n24_e72_k3_high_13,g_n24_e72_k3_high_13_p8,train,0.05,4,64,0,0.0
g_n24_e72_k3_high_13,g_n24_e72_k3_high_13_p8,train,0.1,7,64,0,0.0
g_n24_e72_k3_high_13,g_n24_e72_k3_high_13_p8,train,0.15,10,64,2,0.03125
g_n24_e72_k3_high_14,g_n24_e72_k3_high_14_p0,validation,0.05,4,64,0,0.0
g_n24_e72_k3_high_14,g_n24_e72_k3_high_14_p0,validation,0.1,8,64,0,0.0
g_n24_e72_k3_high_14,g_n24_e72_k3_high_14_p0,validation,0.15,11,64,1,0.015625
g_n24_e72_k3_high_14,g_n24_e72_k3_high_14_p4,validation,0.05,4,64,0,0.0
g_n24_e72_k3_high_14,g_n24_e72_k3_high_14_p4,validation,0.1,7,64,0,0.0
g_n24_e72_k3_high_14,g_n24_e72_k3_high_14_p4,validation,0.15,11,64,1,0.015625
g_n24_e72_k3_high_14,g_n24_e72_k3_high_14_p8,validation,0.05,4,64,0,0.0
g_n24_e72_k3_high_14,g_n24_e72_k3_high_14_p8,validation,0.1,7,64,1,0.015625
g_n24_e72_k3_high_14,g_n24_e72_k3_high_14_p8,validation,0.15,10,64,1,0.015625
g_n32_e64_k2_low_00,g_n32_e64_k2_low_00_p0,train,0.05,4,64,0,0.0
g_n32_e64_k2_low_00,g_n32_e64_k2_low_00_p0,train,0.1,7,64,3,0.046875
g_n32_e64_k2_low_00,g_n32_e64_k2_low_00_p0,train,0.15,10,64,11,0.171875
g_n32_e64_k2_low_00,g_n32_e64_k2_low_00_p4,train,0.05,3,64,7,0.109375
g_n32_e64_k2_low_00,g_n32_e64_k2_low_00_p4,train,0.1,6,64,16,0.25
g_n32_e64_k2_low_00,g_n32_e64_k2_low_00_p4,train,0.15,9,64,28,0.4375
g_n32_e64_k2_low_00,g_n32_e64_k2_low_00_p7,train,0.05,3,64,2,0.03125
g_n32_e64_k2_low_00,g_n32_e64_k2_low_00_p7,train,0.1,6,64,10,0.15625
g_n32_e64_k2_low_00,g_n32_e64_k2_low_00_p7,train,0.15,9,64,19,0.296875
g_n32_e64_k2_low_01,g_n32_e64_k2_low_01_p0,train,0.05,4,64,3,0.046875
g_n32_e64_k2_low_01,g_n32_e64_k2_low_01_p0,train,0.1,7,64,6,0.09375
g_n32_e64_k2_low_01,g_n32_e64_k2_low_01_p0,train,0.15,10,64,15,0.234375
g_n32_e64_k2_low_01,g_n32_e64_k2_low_01_p4,train,0.05,3,64,3,0.046875
g_n32_e64_k2_low_01,g_n32_e64_k2_low_01_p4,train,0.1,6,64,9,0.140625
g_n32_e64_k2_low_01,g_n32_e64_k2_low_01_p4,train,0.15,9,64,18,0.28125
g_n32_e64_k2_low_01,g_n32_e64_k2_low_01_p7,train,0.05,3,64,5,0.078125
g_n32_e64_k2_low_01,g_n32_e64_k2_low_01_p7,train,0.1,6,64,15,0.234375
g_n32_e64_k2_low_01,g_n32_e64_k2_low_01_p7,train,0.15,9,64,21,0.328125
