row_id,graph_id,q_id,split,q,K,z,disconnect_fraction
g_n20_m40_k3_032_q02,g_n20_m40_k3_032,q02,train,0.4,256,61,0.23828125
g_n20_m40_k3_032_q03,g_n20_m40_k3_032,q03,train,0.5,256,124,0.484375
g_n20_m40_k3_033_q00,g_n20_m40_k3_033,q00,train,0.2,256,2,0.0078125
g_n20_m40_k3_033_q01,g_n20_m40_k3_033,q01,train,0.3,256,17,0.06640625
g_n20_m40_k3_033_q02,g_n20_m40_k3_033,q02,train,0.4,256,36,0.140625
g_n20_m40_k3_033_q03,g_n20_m40_k3_033,q03,train,0.5,256,117,0.45703125
g_n20_m40_k3_034_q00,g_n20_m40_k3_034,q00,train,0.2,256,4,0.015625
g_n20_m40_k3_034_q01,g_n20_m40_k3_034,q01,train,0.3,256,20,0.078125
g_n20_m40_k3_034_q02,g_n20_m40_k3_034,q02,train,0.4,256,51,0.19921875
g_n20_m40_k3_034_q03,g_n20_m40_k3_034,q03,train,0.5,256,122,0.4765625
g_n20_m40_k3_035_q00,g_n20_m40_k3_035,q00,train,0.2,256,0,0.0
g_n20_m40_k3_035_q01,g_n20_m40_k3_035,q01,train,0.3,256,30,0.1171875
g_n20_m40_k3_035_q02,g_n20_m40_k3_035,q02,train,0.4,256,66,0.2578125
g_n20_m40_k3_035_q03,g_n20_m40_k3_035,q03,train,0.5,256,114,0.4453125
g_n20_m40_k3_036_q00,g_n20_m40_k3_036,q00,test,0.2,256,6,0.0234375
g_n20_m40_k3_036_q01,g_n20_m40_k3_036,q01,test,0.3,256,22,0.0859375
g_n20_m40_k3_036_q02,g_n20_m40_k3_036,q02,test,0.4,256,50,0.1953125
g_n20_m40_k3_036_q03,g_n20_m40_k3_036,q03,test,0.5,256,107,0.41796875
g_n20_m40_k3_037_q00,g_n20_m40_k3_037,q00,train,0.2,256,8,0.03125
g_n20_m40_k3_037_q01,g_n20_m40_k3_037,q01,train,0.3,256,27,0.10546875
g_n20_m40_k3_037_q02,g_n20_m40_k3_037,q02,train,0.4,256,74,0.2890625
g_n20_m40_k3_037_q03,g_n20_m40_k3_037,q03,train,0.5,256,132,0.515625
g_n20_m40_k3_038_q00,g_n20_m40_k3_038,q00,train,0.2,256,6,0.0234375
g_n20_m40_k3_038_q01,g_n20_m40_k3_038,q01,train,0.3,256,22,0.0859375
g_n20_m40_k3_038_q02,g_n20_m40_k3_038,q02,train,0.4,256,57,0.22265625
g_n20_m40_k3_038_q03,g_n20_m40_k3_038,q03,train,0.5,256,116,0.453125
g_n20_m40_k3_039_q00,g_n20_m40_k3_039,q00,train,0.2,256,3,0.01171875
g_n20_m40_k3_039_q01,g_n20_m40_k3_039,q01,train,0.3,256,21,0.08203125
g_n20_m40_k3_039_q02,g_n20_m40_k3_039,q02,train,0.4,256,61,0.23828125
g_n20_m40_k3_039_q03,g_n20_m40_k3_039,q03,train,0.5,256,132,0.515625
