graph_id,split,n,m,kappa,edge_factor,source,target,seed,edges
g_n20_m40_k3_016,test,20,40,3,2.0,0,10,2309723736,"[[0, 1], [0, 5], [0, 9], [1, 2], [1, 6], [1, 7], [1, 12], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 9], [4, 19], [5, 6], [5, 7], [5, 8], [5, 15], [6, 7], [7, 8], [8, 9], [10, 11], [10, 15], [10, 16], [10, 17], [10, 19], [11, 12], [11, 15], [11, 16], [12, 13], [12, 17], [13, 14], [13, 18], [14, 15], [14, 19], [15, 16], [15, 17], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_017,validation,20,40,3,2.0,0,10,2309723737,"[[0, 1], [0, 5], [0, 8], [0, 9], [0, 18], [1, 2], [1, 6], [1, 8], [2, 3], [2, 4], [2, 7], [3, 4], [3, 8], [4, 5], [4, 9], [5, 6], [5, 10], [6, 7], [7, 8], [8, 9], [8, 17], [10, 11], [10, 14], [10, 15], [10, 19], [11, 12], [11, 16], [12, 13], [12, 17], [13, 14], [13, 18], [13, 19], [14, 15], [14, 19], [15, 16], [16, 17], [16, 18], [16, 19], [17, 18], [18, 19]]"
g_n20_m40_k3_018,train,20,40,3,2.0,0,10,2309723738,"[[0, 1], [0, 5], [0, 7], [0, 9], [1, 2], [1, 6], [1, 7], [2, 3], [2, 7], [3, 4], [3, 8], [3, 17], [4, 5], [4, 9], [5, 6], [6, 7], [6, 9], [6, 19], [7, 8], [7, 14], [8, 9], [10, 11], [10, 15], [10, 19], [11, 12], [11, 16], [11, 17], [11, 18], [12, 13], [12, 17], [13, 14], [13, 18], [14, 15], [14, 17], [14, 19], [15, 16], [15, 19], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_019,train,20,40,3,2.0,0,10,2309723739,"[[0, 1], [0, 3], [0, 5], [0, 8], [0, 9], [1, 2], [1, 6], [1, 13], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 9], [4, 11], [5, 6], [5, 7], [6, 7], [6, 15], [7, 8], [8, 9], [10, 11], [10, 14], [10, 15], [10, 16], [10, 19], [11, 12], [11, 16], [12, 13], [12, 15], [12, 17], [13, 14], [13, 18], [14, 15], [14, 16], [14, 19], [15, 16], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_020,train,20,40,3,2.0,0,10,2309723740,"[[0, 1], [0, 4], [0, 5], [0, 6], [0, 9], [1, 2], [1, 6], [1, 9], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 9], [4, 10], [5, 6], [6, 7], [6, 18], [7, 8], [7, 16], [8, 9], [10, 11], [10, 14], [10, 15], [10, 19], [11, 12], [11, 16], [12, 13], [12, 15], [12, 17], [13, 14], [13, 16], [13, 18], [14, 15], [14, 16], [14, 19], [15, 16], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_021,train,20,40,3,2.0,0,10,2309723741,"[[0, 1], [0, 4], [0, 5], [0, 6], [0, 9], [1, 2], [1, 6], [2, 3], [2, 7], [3, 4], [3, 8], [3, 12], [4, 5], [4, 9], [5, 6], [5, 8], [6, 7], [7, 8], [7, 18], [8, 9], [8, 14], [10, 11], [10, 15], [10, 19], [11, 12], [11, 16], [12, 13], [12, 17], [12, 19], [13, 14], [13, 17], [13, 18], [14, 15], [14, 17], [14, 19], [15, 16], [16, 17], [17, 18], [17, 19], [18, 19]]"
g_n20_m40_k3_022,train,20,40,3,2.0,0,10,2309723742,"[[0, 1], [0, 5], [0, 9], [1, 2], [1, 6], [1, 8], [1, 16], [2, 3], [2, 7], [2, 9], [3, 4], [3, 8], [3, 14], [4, 5], [4, 8], [4, 9], [5, 6], [6, 7], [6, 19], [7, 8], [8, 9], [10, 11], [10, 13], [10, 15], [10, 19], [11, 12], [11, 16], [11, 17], [12, 13], [12, 17], [12, 19], [13, 14], [13, 18], [13, 19], [14, 15], [14, 19], [15, 16], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_023,train,20,40,3,2.0,0,10,2309723743,"[[0, 1], [0, 5], [0, 8], [0, 9], [1, 2], [1, 6], [1, 19], [2, 3], [2, 7], [2, 17], [3, 4], [3, 8], [3, 9], [4, 5], [4, 9], [5, 6], [6, 7], [7, 8], [7, 9], [7, 15], [8, 9], [10, 11], [10, 12], [10, 13], [10, 15], [10, 19], [11, 12], [11, 16], [11, 18], [12, 13], [12, 17], [13, 14], [13, 18], [14, 15], [14, 19], [15, 16], [15, 18], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_024,train,20,40,3,2.0,0,10,2309723744,"[[0, 1], [0, 5], [0, 9], [1, 2], [1, 6], [1, 8], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 9], [4, 16], [5, 6], [5, 7], [5, 15], [6, 7], [6, 9], [7, 8], [7, 10], [8, 9], [10, 11], [10, 15], [10, 19], [11, 12], [11, 16], [11, 19], [12, 13], [12, 17], [12, 18], [13, 14], [13, 16], [13, 18], [14, 15], [14, 19], [15, 16], [16, 17], [17, 18], [17, 19], [18, 19]]"
g_n20_m40_k3_025,train,20,40,3,2.0,0,10,2309723745,"[[0, 1], [0, 5], [0, 9], [0, 10], [1, 2], [1, 3], [1, 6], [1, 7], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 7], [4, 9], [5, 6], [6, 7], [7, 8], [8, 9], [8, 15], [9, 19], [10, 11], [10, 13], [10, 15], [10, 17], [10, 19], [11, 12], [11, 16], [12, 13], [12, 17], [13, 14], [13, 18], [13, 19], [14, 15], [14, 19], [15, 16], [16, 17], [16, 19], [17, 18], [18, 19]]"
g_n20_m40_k3_026,test,20,40,3,2.0,0,10,2309723746,"[[0, 1], [0, 5], [0, 6], [0, 9], [0, 18], [1, 2], [1, 6], [2, 3], [2, 7], [2, 13], [3, 4], [3, 8], [4, 5], [4, 7], [4, 9], [5, 6], [6, 7], [6, 9], [7, 8], [8, 9], [9, 19], [10, 11], [10, 15], [10, 19], [11, 12], [11, 16], [12, 13], [12, 15], [12, 16], [12, 17], [13, 14], [13, 16], [13, 18], [14, 15], [14, 19], [15, 16], [15, 18], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_027,train,20,40,3,2.0,0,10,2309723747,"[[0, 1], [0, 5], [0, 6], [0, 9], [0, 12], [1, 2], [1, 6], [1, 7], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 9], [5, 6], [6, 7], [6, 9], [7, 8], [7, 10], [8, 9], [9, 17], [10, 11], [10, 12], [10, 15], [10, 19], [11, 12], [11, 16], [11, 19], [12, 13], [12, 17], [12, 18], [13, 14], [13, 18], [14, 15], [14, 19], [15, 16], [15, 17], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_028,test,20,40,3,2.0,0,10,2309723748,"[[0, 1], [0, 5], [0, 7], [0, 9], [1, 2], [1, 3], [1, 5], [1, 6], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 9], [5, 6], [5, 14], [6, 7], [6, 15], [7, 8], [7, 17], [8, 9], [10, 11], [10, 15], [10, 16], [10, 17], [10, 19], [11, 12], [11, 16], [12, 13], [12, 14], [12, 17], [13, 14], [13, 18], [14, 15], [14, 16], [14, 19], [15, 16], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_029,test,20,40,3,2.0,0,10,2309723749,"[[0, 1], [0, 5], [0, 9], [0, 18], [1, 2], [1, 4], [1, 6], [1, 15], [2, 3], [2, 7], [3, 4], [3, 7], [3, 8], [4, 5], [4, 6], [4, 9], [5, 6], [5, 19], [6, 7], [7, 8], [8, 9], [10, 11], [10, 15], [10, 16], [10, 19], [11, 12], [11, 16], [11, 18], [11, 19], [12, 13], [12, 17], [13, 14], [13, 18], [14, 15], [14, 19], [15, 16], [15, 18], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_030,validation,20,40,3,2.0,0,10,2309723750,"[[0, 1], [0, 5], [0, 9], [1, 2], [1, 6], [2, 3], [2, 7], [2, 9], [2, 19], [3, 4], [3, 6], [3, 7], [3, 8], [4, 5], [4, 9], [5, 6], [5, 16], [6, 7], [7, 8], [8, 9], [9, 15], [10, 11], [10, 15], [10, 17], [10, 18], [10, 19], [11, 12], [11, 16], [12, 13], [12, 16], [12, 17], [13, 14], [13, 18], [14, 15], [14, 16], [14, 19], [15, 16], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_031,test,20,40,3,2.0,0,10,2309723751,"[[0, 1], [0, 4], [0, 5], [0, 9], [1, 2], [1, 6], [2, 3], [2, 4], [2, 7], [2, 8], [3, 4], [3, 8], [4, 5], [4, 9], [5, 6], [5, 11], [6, 7], [7, 8], [7, 10], [8, 9], [9, 13], [10, 11], [10, 15], [10, 19], [11, 12], [11, 14], [11, 16], [12, 13], [12, 17], [13, 14], [13, 15], [13, 18], [14, 15], [14, 16], [14, 19], [15, 16], [15, 18], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_032,train,20,40,3,2.0,0,10,2309723752,"[[0, 1], [0, 5], [0, 9], [1, 2], [1, 3], [1, 5], [1, 6], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 9], [5, 6], [5, 8], [5, 16], [6, 7], [7, 8], [7, 12], [8, 9], [8, 13], [10, 11], [10, 15], [10, 16], [10, 19], [11, 12], [11, 16], [12, 13], [12, 14], [12, 17], [13, 14], [13, 17], [13, 18], [14, 15], [14, 19], [15, 16], [16, 17], [17, 18], [17, 19], [18, 19]]"
g_n20_m40_k3_033,train,20,40,3,2.0,0,10,2309723753,"[[0, 1], [0, 2], [0, 5], [0, 9], [1, 2], [1, 6], [1, 16], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 9], [5, 6], [5, 9], [6, 7], [6, 9], [6, 11], [7, 8], [7, 19], [8, 9], [10, 11], [10, 13], [10, 15], [10, 19], [11, 12], [11, 16], [12, 13], [12, 17], [12, 19], [13, 14], [13, 16], [13, 18], [14, 15], [14, 19], [15, 16], [15, 18], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_034,train,20,40,3,2.0,0,10,2309723754,"[[0, 1], [0, 5], [0, 9], [1, 2], [1, 6], [2, 3], [2, 4], [2, 7], [2, 17], [3, 4], [3, 7], [3, 8], [4, 5], [4, 6], [4, 9], [5, 6], [5, 16], [6, 7], [6, 15], [7, 8], [8, 9], [10, 11], [10, 15], [10, 17], [10, 18], [10, 19], [11, 12], [11, 16], [12, 13], [12, 14], [12, 17], [13, 14], [13, 18], [14, 15], [14, 19], [15, 16], [15, 17], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_035,train,20,40,3,2.0,0,10,2309723755,"[[0, 1], [0, 5], [0, 6], [0, 9], [1, 2], [1, 6], [2, 3], [2, 7], [2, 11], [3, 4], [3, 8], [3, 9], [3, 17], [4, 5], [4, 9], [4, 19], [5, 6], [6, 7], [6, 8], [7, 8], [8, 9], [10, 11], [10, 15], [10, 19], [11, 12], [11, 13], [11, 14], [11, 16], [12, 13], [12, 17], [13, 14], [13, 15], [13, 18], [14, 15], [14, 19], [15, 16], [15, 19], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_036,test,20,40,3,2.0,0,10,2309723756,"[[0, 1], [0, 2], [0, 4], [0, 5], [0, 9], [1, 2], [1, 6], [2, 3], [2, 7], [3, 4], [3, 8], [4, 5], [4, 6], [4, 9], [4, 19], [5, 6], [6, 7], [6, 17], [7, 8], [7, 15], [8, 9], [10, 11], [10, 15], [10, 19], [11, 12], [11, 16], [11, 17], [12, 13], [12, 17], [13, 14], [13, 17], [13, 18], [14, 15], [14, 19], [15, 16], [15, 18], [15, 19], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_037,train,20,40,3,2.0,0,10,2309723757,"[[0, 1], [0, 5], [0, 9], [1, 2], [1, 3], [1, 5], [1, 6], [2, 3], [2, 7], [3, 4], [3, 8], [3, 18], [4, 5], [4, 7], [4, 9], [5, 6], [6, 7], [6, 14], [7, 8], [8, 9], [8, 15], [10, 11], [10, 15], [10, 19], [11, 12], [11, 14], [11, 15], [11, 16], [12, 13], [12, 17], [13, 14], [13, 15], [13, 18], [14, 15], [14, 16], [14, 19], [15, 16], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_038,train,20,40,3,2.0,0,10,2309723758,"[[0, 1], [0, 5], [0, 9], [1, 2], [1, 4], [1, 6], [2, 3], [2, 7], [3, 4], [3, 8], [3, 15], [4, 5], [4, 7], [4, 9], [5, 6], [5, 8], [6, 7], [7, 8], [7, 10], [8, 9], [8, 12], [10, 11], [10, 15], [10, 17], [10, 19], [11, 12], [11, 16], [12, 13], [12, 17], [13, 14], [13, 15], [13, 16], [13, 18], [14, 15], [14, 19], [15, 16], [15, 19], [16, 17], [17, 18], [18, 19]]"
g_n20_m40_k3_039,train,20,40,3,2.0,0,10,2309723759,"[[0, 1], [0, 3], [0, 4], [0, 5], [0, 9], [1, 2], [1, 6], [1, 8], [2, 3], [2, 7], [2, 17], [3, 4], [3, 8], [4, 5], [4, 9], [4, 18], [5, 6], [6, 7], [7, 8], [8, 9], [8, 13], [10, 11], [10, 15], [10, 19], [11, 12], [11, 13], [11, 14], [11, 15], [11, 16], [12, 13], [12, 15], [12, 17], [13, 14], [13, 18], [14, 15], [14, 19], [15, 16], [16, 17], [17, 18], [18, 19]]"
