row_id,code_id,q_id,split,q,K,z,failure_fraction,mean_ambiguity_dim
code_n32_k20_cw3_062_q02,code_n32_k20_cw3_062,q02,train,0.28,256,84,0.328125,0.51171875
code_n32_k20_cw3_062_q03,code_n32_k20_cw3_062,q03,train,0.34,256,162,0.6328125,1.203125
code_n32_k20_cw3_063_q00,code_n32_k20_cw3_063,q00,train,0.16,256,18,0.0703125,0.07421875
code_n32_k20_cw3_063_q01,code_n32_k20_cw3_063,q01,train,0.22,256,40,0.15625,0.1953125
code_n32_k20_cw3_063_q02,code_n32_k20_cw3_063,q02,train,0.28,256,108,0.421875,0.60546875
code_n32_k20_cw3_063_q03,code_n32_k20_cw3_063,q03,train,0.34,256,151,0.58984375,1.1015625
code_n32_k20_cw3_064_q00,code_n32_k20_cw3_064,q00,train,0.16,256,10,0.0390625,0.04296875
code_n32_k20_cw3_064_q01,code_n32_k20_cw3_064,q01,train,0.22,256,41,0.16015625,0.1796875
code_n32_k20_cw3_064_q02,code_n32_k20_cw3_064,q02,train,0.28,256,101,0.39453125,0.53125
code_n32_k20_cw3_064_q03,code_n32_k20_cw3_064,q03,train,0.34,256,157,0.61328125,1.22265625
code_n32_k20_cw3_065_q00,code_n32_k20_cw3_065,q00,test,0.16,256,18,0.0703125,0.0703125
code_n32_k20_cw3_065_q01,code_n32_k20_cw3_065,q01,test,0.22,256,52,0.203125,0.234375
code_n32_k20_cw3_065_q02,code_n32_k20_cw3_065,q02,test,0.28,256,110,0.4296875,0.62890625
code_n32_k20_cw3_065_q03,code_n32_k20_cw3_065,q03,test,0.34,256,157,0.61328125,1.22265625
code_n32_k20_cw3_066_q00,code_n32_k20_cw3_066,q00,train,0.16,256,21,0.08203125,0.0859375
code_n32_k20_cw3_066_q01,code_n32_k20_cw3_066,q01,train,0.22,256,48,0.1875,0.21484375
code_n32_k20_cw3_066_q02,code_n32_k20_cw3_066,q02,train,0.28,256,96,0.375,0.55078125
code_n32_k20_cw3_066_q03,code_n32_k20_cw3_066,q03,train,0.34,256,141,0.55078125,0.9921875
code_n32_k20_cw3_067_q00,code_n32_k20_cw3_067,q00,train,0.16,256,12,0.046875,0.046875
code_n32_k20_cw3_067_q01,code_n32_k20_cw3_067,q01,train,0.22,256,30,0.1171875,0.14453125
code_n32_k20_cw3_067_q02,code_n32_k20_cw3_067,q02,train,0.28,256,84,0.328125,0.4609375
code_n32_k20_cw3_067_q03,code_n32_k20_cw3_067,q03,train,0.34,256,125,0.48828125,0.921875
code_n32_k20_cw3_068_q00,code_n32_k20_cw3_068,q00,train,0.16,256,20,0.078125,0.08203125
code_n32_k20_cw3_068_q01,code_n32_k20_cw3_068,q01,train,0.22,256,69,0.26953125,0.328125
code_n32_k20_cw3_068_q02,code_n32_k20_cw3_068,q02,train,0.28,256,108,0.421875,0.70703125
code_n32_k20_cw3_068_q03,code_n32_k20_cw3_068,q03,train,0.34,256,171,0.66796875,1.34375
code_n32_k20_cw3_069_q00,code_n32_k20_cw3_069,q00,train,0.16,256,12,0.046875,0.046875
code_n32_k20_cw3_069_q01,code_n32_k20_cw3_069,q01,train,0.22,256,28,0.109375,0.11328125
code_n32_k20_cw3_069_q02,code_n32_k20_cw3_069,q02,train,0.28,256,78,0.3046875,0.41796875
code_n32_k20_cw3_069_q03,code_n32_k20_cw3_069,q03,train,0.34,256,144,0.5625,0.97265625
code_n32_k20_cw3_070_q00,code_n32_k20_cw3_070,q00,validation,0.16,256,44,0.171875,0.1796875
code_n32_k20_cw3_070_q01,code_n32_k20_cw3_070,q01,validation,0.22,256,84,0.328125,0.40625
code_n32_k20_cw3_070_q02,code_n32_k20_cw3_070,q02,validation,0.28,256,121,0.47265625,0.75
code_n32_k20_cw3_070_q03,code_n32_k20_cw3_070,q03,validation,0.34,256,181,0.70703125,1.41796875
code_n32_k20_cw3_071_q00,code_n32_k20_cw3_071,q00,validation,0.16,256,16,0.0625,0.0703125
code_n32_k20_cw3_071_q01,code_n32_k20_cw3_071,q01,validation,0.22,256,46,0.1796875,0.22265625
code_n32_k20_cw3_071_q02,code_n32_k20_cw3_071,q02,validation,0.28,256,85,0.33203125,0.515625
code_n32_k20_cw3_071_q03,code_n32_k20_cw3_071,q03,validation,0.34,256,143,0.55859375,1.125
code_n32_k20_cw3_072_q00,code_n32_k20_cw3_072,q00,train,0.16,256,16,0.0625,0.0625
code_n32_k20_cw3_072_q01,code_n32_k20_cw3_072,q01,train,0.22,256,33,0.12890625,0.15625
code_n32_k20_cw3_072_q02,code_n32_k20_cw3_072,q02,train,0.28,256,94,0.3671875,0.54296875
code_n32_k20_cw3_072_q03,code_n32_k20_cw3_072,q03,train,0.34,256,147,0.57421875,1.11328125
code_n32_k20_cw3_073_q00,code_n32_k20_cw3_073,q00,train,0.16,256,14,0.0546875,0.0546875
code_n32_k20_cw3_073_q01,code_n32_k20_cw3_073,q01,train,0.22,256,41,0.16015625,0.17578125
code_n32_k20_cw3_073_q02,code_n32_k20_cw3_073,q02,train,0.28,256,85,0.33203125,0.4609375
code_n32_k20_cw3_073_q03,code_n32_k20_cw3_073,q03,train,0.34,256,140,0.546875,1.06640625
code_n32_k20_cw3_074_q00,code_n32_k20_cw3_074,q00,train,0.16,256,38,0.1484375,0.16015625
code_n32_k20_cw3_074_q01,code_n32_k20_cw3_074,q01,train,0.22,256,75,0.29296875,0.36328125
code_n32_k20_cw3_074_q02,code_n32_k20_cw3_074,q02,train,0.28,256,133,0.51953125,0.71875
code_n32_k20_cw3_074_q03,code_n32_k20_cw3_074,q03,train,0.34,256,178,0.6953125,1.296875
code_n32_k20_cw3_075_q00,code_n32_k20_cw3_075,q00,validation,0.16,256,22,0.0859375,0.08984375
code_n32_k20_cw3_075_q01,code_n32_k20_cw3_075,q01,validation,0.22,256,54,0.2109375,0.25
code_n32_k20_cw3_075_q02,code_n32_k20_cw3_075,q02,validation,0.28,256,114,0.4453125,0.62890625
code_n32_k20_cw3_075_q03,code_n32_k20_cw3_075,q03,validation,0.34,256,166,0.6484375,1.24609375
code_n32_k20_cw3_076_q00,code_n32_k20_cw3_076,q00,train,0.16,256,37,0.14453125,0.16015625
code_n32_k20_cw3_076_q01,code_n32_k20_cw3_076,q01,train,0.22,256,71,0.27734375,0.328125
code_n32_k20_cw3_076_q02,code_n32_k20_cw3_076,q02,train,0.28,256,113,0.44140625,0.6640625
code_n32_k20_cw3_076_q03,code_n32_k20_cw3_076,q03,train,0.34,256,173,0.67578125,1.22265625
code_n32_k20_cw3_077_q00,code_n32_k20_cw3_077,q00,train,0.16,256,22,0.0859375,0.10546875
code_n32_k20_cw3_077_q01,code_n32_k20_cw3_077,q01,train,0.22,256,51,0.19921875,0.265625
code_n32_k20_cw3_077_q02,code_n32_k20_cw3_077,q02,train,0.28,256,94,0.3671875,0.53515625
code_n32_k20_cw3_077_q03,code_n32_k20_cw3_077,q03,train,0.34,256,164,0.640625,1.24609375
code_n32_k20_cw3_078_q00,code_n32_k20_cw3_078,q00,validation,0.16,256,11,0.04296875,0.05078125
code_n32_k20_cw3_078_q01,code_n32_k20_cw3_078,q01,validation,0.22,256,49,0.19140625,0.25390625
code_n32_k20_cw3_078_q02,code_n32_k20_cw3_078,q02,validation,0.28,256,104,0.40625,0.6640625
code_n32_k20_cw3_078_q03,code_n32_k20_cw3_078,q03,validation,0.34,256,165,0.64453125,1.47265625
code_n32_k20_cw3_079_q00,code_n32_k20_cw3_079,q00,train,0.16,256,14,0.0546875,0.0546875
code_n32_k20_cw3_079_q01,code_n32_k20_cw3_079,q01,train,0.22,256,33,0.12890625,0.140625
code_n32_k20_cw3_079_q02,code_n32_k20_cw3_079,q02,train,0.28,256,75,0.29296875,0.4375
code_n32_k20_cw3_079_q03,code_n32_k20_cw3_079,q03,train,0.34,256,132,0.515625,1.015625
code_n32_k20_cw3_080_q00,code_n32_k20_cw3_080,q00,train,0.16,256,15,0.05859375,0.0625
code_n32_k20_cw3_080_q01,code_n32_k20_cw3_080,q01,train,0.22,256,34,0.1328125,0.15234375
code_n32_k20_cw3_080_q02,code_n32_k20_cw3_080,q02,train,0.28,256,58,0.2265625,0.28515625
code_n32_k20_cw3_080_q03,code_n32_k20_cw3_080,q03,train,0.34,256,138,0.5390625,1.046875
code_n32_k20_cw3_081_q00,code_n32_k20_cw3_081,q00,train,0.16,256,5,0.01953125,0.01953125
code_n32_k20_cw3_081_q01,code_n32_k20_cw3_081,q01,train,0.22,256,25,0.09765625,0.1015625
code_n32_k20_cw3_081_q02,code_n32_k20_cw3_081,q02,train,0.28,256,55,0.21484375,0.37109375
code_n32_k20_cw3_081_q03,code_n32_k20_cw3_081,q03,train,0.34,256,105,0.41015625,0.828125
code_n32_k20_cw3_082_q00,code_n32_k20_cw3_082,q00,train,0.16,256,12,0.046875,0.046875
code_n32_k20_cw3_082_q01,code_n32_k20_cw3_082,q01,train,0.22,256,34,0.1328125,0.16796875
code_n32_k20_cw3_082_q02,code_n32_k20_cw3_082,q02,train,0.28,256,98,0.3828125,0.484375
code_n32_k20_cw3_082_q03,code_n32_k20_cw3_082,q03,train,0.34,256,141,0.55078125,1.12890625
code_n32_k20_cw3_083_q00,code_n32_k20_cw3_083,q00,test,0.16,256,33,0.12890625,0.15234375
code_n32_k20_cw3_083_q01,code_n32_k20_cw3_083,q01,test,0.22,256,73,0.28515625,0.328125
code_n32_k20_cw3_083_q02,code_n32_k20_cw3_083,q02,test,0.28,256,125,0.48828125,0.74609375
code_n32_k20_cw3_083_q03,code_n32_k20_cw3_083,q03,test,0.34,256,165,0.64453125,1.16796875
code_n32_k20_cw3_084_q00,code_n32_k20_cw3_084,q00,test,0.16,256,24,0.09375,0.1171875
code_n32_k20_cw3_084_q01,code_n32_k20_cw3_084,q01,test,0.22,256,44,0.171875,0.19921875
code_n32_k20_cw3_084_q02,code_n32_k20_cw3_084,q02,test,0.28,256,92,0.359375,0.51953125
code_n32_k20_cw3_084_q03,code_n32_k20_cw3_084,q03,test,0.34,256,149,0.58203125,1.05859375
code_n32_k20_cw3_085_q00,code_n32_k20_cw3_085,q00,train,0.16,256,30,0.1171875,0.125
code_n32_k20_cw3_085_q01,code_n32_k20_cw3_085,q01,train,0.22,256,64,0.25,0.27734375
code_n32_k20_cw3_085_q02,code_n32_k20_cw3_085,q02,train,0.28,256,106,0.4140625,0.59765625
code_n32_k20_cw3_085_q03,code_n32_k20_cw3_085,q03,train,0.34,256,171,0.66796875,1.2421875
code_n32_k20_cw3_086_q00,code_n32_k20_cw3_086,q00,validation,0.16,256,4,0.015625,0.01953125
code_n32_k20_cw3_086_q01,code_n32_k20_cw3_086,q01,validation,0.22,256,41,0.16015625,0.1796875
code_n32_k20_cw3_086_q02,code_n32_k20_cw3_086,q02,validation,0.28,256,84,0.328125,0.44921875
code_n32_k20_cw3_086_q03,code_n32_k20_cw3_086,q03,validation,0.34,256,116,0.453125,0.9296875
code_n32_k20_cw3_087_q00,code_n32_k20_cw3_087,q00,train,0.16,256,14,0.0546875,0.0625
code_n32_k20_cw3_087_q01,code_n32_k20_cw3_087,q01,train,0.22,256,49,0.19140625,0.2109375
code_n32_k20_cw3_087_q02,code_n32_k20_cw3_087,q02,train,0.28,256,93,0.36328125,0.5390625
code_n32_k20_cw3_087_q03,code_n32_k20_cw3_087,q03,train,0.34,256,153,0.59765625,1.15234375
code_n32_k20_cw3_088_q00,code_n32_k20_cw3_088,q00,train,0.16,256,9,0.03515625,0.03515625
code_n32_k20_cw3_088_q01,code_n32_k20_cw3_088,q01,train,0.22,256,38,0.1484375,0.1875
code_n32_k20_cw3_088_q02,code_n32_k20_cw3_088,q02,train,0.28,256,98,0.3828125,0.546875
code_n32_k20_cw3_088_q03,code_n32_k20_cw3_088,q03,train,0.34,256,145,0.56640625,1.09375
code_n32_k20_cw3_089_q00,code_n32_k20_cw3_089,q00,validation,0.16,256,32,0.125,0.13671875
code_n32_k20_cw3_089_q01,code_n32_k20_cw3_089,q01,validation,0.22,256,58,0.2265625,0.27734375
code_n32_k20_cw3_089_q02,code_n32_k20_cw3_089,q02,validation,0.28,256,105,0.41015625,0.71875
code_n32_k20_cw3_089_q03,code_n32_k20_cw3_089,q03,validation,0.34,256,166,0.6484375,1.40234375
code_n32_k20_cw3_090_q00,code_n32_k20_cw3_090,q00,train,0.16,256,13,0.05078125,0.05078125
code_n32_k20_cw3_090_q01,code_n32_k20_cw3_090,q01,train,0.22,256,30,0.1171875,0.14453125
code_n32_k20_cw3_090_q02,code_n32_k20_cw3_090,q02,train,0.28,256,84,0.328125,0.5
code_n32_k20_cw3_090_q03,code_n32_k20_cw3_090,q03,train,0.34,256,139,0.54296875,1.046875
code_n32_k20_cw3_091_q00,code_n32_k20_cw3_091,q00,validation,0.16,256,15,0.05859375,0.0625
code_n32_k20_cw3_091_q01,code_n32_k20_cw3_091,q01,validation,0.22,256,26,0.1015625,0.12890625
code_n32_k20_cw3_091_q02,code_n32_k20_cw3_091,q02,validation,0.28,256,86,0.3359375,0.47265625
code_n32_k20_cw3_091_q03,code_n32_k20_cw3_091,q03,validation,0.34,256,143,0.55859375,1.0546875
code_n32_k20_cw3_092_q00,code_n32_k20_cw3_092,q00,train,0.16,256,24,0.09375,0.1015625
code_n32_k20_cw3_092_q01,code_n32_k20_cw3_092,q01,train,0.22,256,61,0.23828125,0.3125
code_n32_k20_cw3_092_q02,code_n32_k20_cw3_092,q02,train,0.28,256,87,0.33984375,0.5390625
code_n32_k20_cw3_092_q03,code_n32_k20_cw3_092,q03,train,0.34,256,150,0.5859375,1.25
code_n32_k20_cw3_093_q00,code_n32_k20_cw3_093,q00,train,0.16,256,20,0.078125,0.08984375
code_n32_k20_cw3_093_q01,code_n32_k20_cw3_093,q01,train,0.22,256,51,0.19921875,0.2421875
code_n32_k20_cw3_093_q02,code_n32_k20_cw3_093,q02,train,0.28,256,108,0.421875,0.70703125
code_n32_k20_cw3_093_q03,code_n32_k20_cw3_093,q03,train,0.34,256,158,0.6171875,1.32421875
code_n32_k20_cw3_094_q00,code_n32_k20_cw3_094,q00,train,0.16,256,18,0.0703125,0.0703125
code_n32_k20_cw3_094_q01,code_n32_k20_cw3_094,q01,train,0.22,256,44,0.171875,0.1796875
code_n32_k20_cw3_094_q02,code_n32_k20_cw3_094,q02,train,0.28,256,91,0.35546875,0.546875
code_n32_k20_cw3_094_q03,code_n32_k20_cw3_094,q03,train,0.34,256,157,0.61328125,1.15234375
code_n32_k20_cw3_095_q00,code_n32_k20_cw3_095,q00,validation,0.16,256,16,0.0625,0.0625
code_n32_k20_cw3_095_q01,code_n32_k20_cw3_095,q01,validation,0.22,256,27,0.10546875,0.11328125
code_n32_k20_cw3_095_q02,code_n32_k20_cw3_095,q02,validation,0.28,256,82,0.3203125,0.4609375
code_n32_k20_cw3_095_q03,code_n32_k20_cw3_095,q03,validation,0.34,256,124,0.484375,0.95703125
code_n32_k20_cw3_096_q00,code_n32_k20_cw3_096,q00,train,0.16,256,10,0.0390625,0.0390625
code_n32_k20_cw3_096_q01,code_n32_k20_cw3_096,q01,train,0.22,256,36,0.140625,0.16796875
code_n32_k20_cw3_096_q02,code_n32_k20_cw3_096,q02,train,0.28,256,80,0.3125,0.49609375
code_n32_k20_cw3_096_q03,code_n32_k20_cw3_096,q03,train,0.34,256,149,0.58203125,1.08984375
code_n32_k20_cw3_097_q00,code_n32_k20_cw3_097,q00,train,0.16,256,13,0.05078125,0.05859375
code_n32_k20_cw3_097_q01,code_n32_k20_cw3_097,q01,train,0.22,256,45,0.17578125,0.1953125
code_n32_k20_cw3_097_q02,code_n32_k20_cw3_097,q02,train,0.28,256,83,0.32421875,0.4453125
code_n32_k20_cw3_097_q03,code_n32_k20_cw3_097,q03,train,0.34,256,140,0.546875,1.00390625
code_n32_k20_cw3_098_q00,code_n32_k20_cw3_098,q00,test,0.16,256,12,0.046875,0.046875
code_n32_k20_cw3_098_q01,code_n32_k20_cw3_098,q01,test,0.22,256,43,0.16796875,0.2109375
code_n32_k20_cw3_098_q02,code_n32_k20_cw3_098,q02,test,0.28,256,89,0.34765625,0.58984375
code_n32_k20_cw3_098_q03,code_n32_k20_cw3_098,q03,test,0.34,256,142,0.5546875,1.09765625
code_n32_k20_cw3_099_q00,code_n32_k20_cw3_099,q00,validation,0.16,256,16,0.0625,0.0625
code_n32_k20_cw3_099_q01,code_n32_k20_cw3_099,q01,validation,0.22,256,44,0.171875,0.19140625
code_n32_k20_cw3_099_q02,code_n32_k20_cw3_099,q02,validation,0.28,256,89,0.34765625,0.48828125
code_n32_k20_cw3_099_q03,code_n32_k20_cw3_099,q03,validation,0.34,256,154,0.6015625,1.14453125
code_n32_k20_cw3_100_q00,code_n32_k20_cw3_100,q00,train,0.16,256,41,0.16015625,0.19140625
code_n32_k20_cw3_100_q01,code_n32_k20_cw3_100,q01,train,0.22,256,68,0.265625,0.3203125
code_n32_k20_cw3_100_q02,code_n32_k20_cw3_100,q02,train,0.28,256,111,0.43359375,0.6484375
code_n32_k20_cw3_100_q03,code_n32_k20_cw3_100,q03,train,0.34,256,163,0.63671875,1.15625
code_n32_k20_cw3_101_q00,code_n32_k20_cw3_101,q00,train,0.16,256,15,0.05859375,0.0625
code_n32_k20_cw3_101_q01,code_n32_k20_cw3_101,q01,train,0.22,256,48,0.1875,0.2265625
code_n32_k20_cw3_101_q02,code_n32_k20_cw3_101,q02,train,0.28,256,79,0.30859375,0.44140625
code_n32_k20_cw3_101_q03,code_n32_k20_cw3_101,q03,train,0.34,256,158,0.6171875,1.203125
code_n32_k20_cw3_102_q00,code_n32_k20_cw3_102,q00,train,0.16,256,34,0.1328125,0.14453125
code_n32_k20_cw3_102_q01,code_n32_k20_cw3_102,q01,train,0.22,256,77,0.30078125,0.37890625
code_n32_k20_cw3_102_q02,code_n32_k20_cw3_102,q02,train,0.28,256,115,0.44921875,0.67578125
code_n32_k20_cw3_102_q03,code_n32_k20_cw3_102,q03,train,0.34,256,185,0.72265625,1.390625
code_n32_k20_cw3_103_q00,code_n32_k20_cw3_103,q00,train,0.16,256,25,0.09765625,0.09765625
code_n32_k20_cw3_103_q01,code_n32_k20_cw3_103,q01,train,0.22,256,59,0.23046875,0.28125
code_n32_k20_cw3_103_q02,code_n32_k20_cw3_103,q02,train,0.28,256,94,0.3671875,0.5234375
code_n32_k20_cw3_103_q03,code_n32_k20_cw3_103,q03,train,0.34,256,156,0.609375,1.17578125
code_n32_k20_cw3_104_q00,code_n32_k20_cw3_104,q00,train,0.16,256,12,0.046875,0.046875
code_n32_k20_cw3_104_q01,code_n32_k20_cw3_104,q01,train,0.22,256,44,0.171875,0.20703125
code_n32_k20_cw3_104_q02,code_n32_k20_cw3_104,q02,train,0.28,256,81,0.31640625,0.43359375
code_n32_k20_cw3_104_q03,code_n32_k20_cw3_104,q03,train,0.34,256,129,0.50390625,0.8984375
code_n32_k20_cw3_105_q00,code_n32_k20_cw3_105,q00,test,0.16,256,35,0.13671875,0.1640625
code_n32_k20_cw3_105_q01,code_n32_k20_cw3_105,q01,test,0.22,256,69,0.26953125,0.31640625
code_n32_k20_cw3_105_q02,code_n32_k20_cw3_105,q02,test,0.28,256,127,0.49609375,0.765625
code_n32_k20_cw3_105_q03,code_n32_k20_cw3_105,q03,test,0.34,256,165,0.64453125,1.18359375
code_n32_k20_cw3_106_q00,code_n32_k20_cw3_106,q00,train,0.16,256,23,0.08984375,0.09765625
code_n32_k20_cw3_106_q01,code_n32_k20_cw3_106,q01,train,0.22,256,60,0.234375,0.28125
code_n32_k20_cw3_106_q02,code_n32_k20_cw3_106,q02,train,0.28,256,99,0.38671875,0.578125
code_n32_k20_cw3_106_q03,code_n32_k20_cw3_106,q03,train,0.34,256,145,0.56640625,1.09375
code_n32_k20_cw3_107_q00,code_n32_k20_cw3_107,q00,train,0.16,256,11,0.04296875,0.0546875
code_n32_k20_cw3_107_q01,code_n32_k20_cw3_107,q01,train,0.22,256,26,0.1015625,0.11328125
code_n32_k20_cw3_107_q02,code_n32_k20_cw3_107,q02,train,0.28,256,64,0.25,0.34375
code_n32_k20_cw3_107_q03,code_n32_k20_cw3_107,q03,train,0.34,256,115,0.44921875,0.84375
code_n32_k20_cw3_108_q00,code_n32_k20_cw3_108,q00,validation,0.16,256,12,0.046875,0.046875
code_n32_k20_cw3_108_q01,code_n32_k20_cw3_108,q01,validation,0.22,256,38,0.1484375,0.19140625
code_n32_k20_cw3_108_q02,code_n32_k20_cw3_108,q02,validation,0.28,256,80,0.3125,0.515625
code_n32_k20_cw3_108_q03,code_n32_k20_cw3_108,q03,validation,0.34,256,135,0.52734375,1.05859375
code_n32_k20_cw3_109_q00,code_n32_k20_cw3_109,q00,validation,0.16,256,22,0.0859375,0.09375
code_n32_k20_cw3_109_q01,code_n32_k20_cw3_109,q01,validation,0.22,256,44,0.171875,0.1953125
code_n32_k20_cw3_109_q02,code_n32_k20_cw3_109,q02,validation,0.28,256,110,0.4296875,0.671875
code_n32_k20_cw3_109_q03,code_n32_k20_cw3_109,q03,validation,0.34,256,148,0.578125,1.1171875
code_n32_k20_cw3_110_q00,code_n32_k20_cw3_110,q00,validation,0.16,256,7,0.02734375,0.0390625
code_n32_k20_cw3_110_q01,code_n32_k20_cw3_110,q01,validation,0.22,256,23,0.08984375,0.1015625
code_n32_k20_cw3_110_q02,code_n32_k20_cw3_110,q02,validation,0.28,256,76,0.296875,0.4140625
code_n32_k20_cw3_110_q03,code_n32_k20_cw3_110,q03,validation,0.34,256,138,0.5390625,1.03125
code_n32_k20_cw3_111_q00,code_n32_k20_cw3_111,q00,train,0.16,256,30,0.1171875,0.12890625
code_n32_k20_cw3_111_q01,code_n32_k20_cw3_111,q01,train,0.22,256,67,0.26171875,0.3046875
code_n32_k20_cw3_111_q02,code_n32_k20_cw3_111,q02,train,0.28,256,107,0.41796875,0.55859375
code_n32_k20_cw3_111_q03,code_n32_k20_cw3_111,q03,train,0.34,256,151,0.58984375,1.16796875
code_n32_k20_cw3_112_q00,code_n32_k20_cw3_112,q00,test,0.16,256,33,0.12890625,0.1328125
code_n32_k20_cw3_112_q01,code_n32_k20_cw3_112,q01,test,0.22,256,38,0.1484375,0.19140625
code_n32_k20_cw3_112_q02,code_n32_k20_cw3_112,q02,test,0.28,256,128,0.5,0.75
code_n32_k20_cw3_112_q03,code_n32_k20_cw3_112,q03,test,0.34,256,147,0.57421875,1.15234375
code_n32_k20_cw3_113_q00,code_n32_k20_cw3_113,q00,train,0.16,256,16,0.0625,0.0703125
code_n32_k20_cw3_113_q01,code_n32_k20_cw3_113,q01,train,0.22,256,35,0.13671875,0.16015625
code_n32_k20_cw3_113_q02,code_n32_k20_cw3_113,q02,train,0.28,256,100,0.390625,0.55078125
code_n32_k20_cw3_113_q03,code_n32_k20_cw3_113,q03,train,0.34,256,152,0.59375,1.15234375
code_n32_k20_cw3_114_q00,code_n32_k20_cw3_114,q00,validation,0.16,256,12,0.046875,0.05078125
code_n32_k20_cw3_114_q01,code_n32_k20_cw3_114,q01,validation,0.22,256,34,0.1328125,0.15234375
code_n32_k20_cw3_114_q02,code_n32_k20_cw3_114,q02,validation,0.28,256,92,0.359375,0.47265625
code_n32_k20_cw3_114_q03,code_n32_k20_cw3_114,q03,validation,0.34,256,145,0.56640625,1.1015625
code_n32_k20_cw3_115_q00,code_n32_k20_cw3_115,q00,train,0.16,256,12,0.046875,0.0546875
code_n32_k20_cw3_115_q01,code_n32_k20_cw3_115,q01,train,0.22,256,56,0.21875,0.26953125
code_n32_k20_cw3_115_q02,code_n32_k20_cw3_115,q02,train,0.28,256,82,0.3203125,0.4765625
code_n32_k20_cw3_115_q03,code_n32_k20_cw3_115,q03,train,0.34,256,162,0.6328125,1.19921875
code_n32_k20_cw3_116_q00,code_n32_k20_cw3_116,q00,test,0.16,256,13,0.05078125,0.07421875
code_n32_k20_cw3_116_q01,code_n32_k20_cw3_116,q01,test,0.22,256,35,0.13671875,0.16796875
code_n32_k20_cw3_116_q02,code_n32_k20_cw3_116,q02,test,0.28,256,75,0.29296875,0.38671875
code_n32_k20_cw3_116_q03,code_n32_k20_cw3_116,q03,test,0.34,256,150,0.5859375,1.0078125
code_n32_k20_cw3_117_q00,code_n32_k20_cw3_117,q00,validation,0.16,256,11,0.04296875,0.04296875
code_n32_k20_cw3_117_q01,code_n32_k20_cw3_117,q01,validation,0.22,256,36,0.140625,0.16015625
code_n32_k20_cw3_117_q02,code_n32_k20_cw3_117,q02,validation,0.28,256,75,0.29296875,0.5
code_n32_k20_cw3_117_q03,code_n32_k20_cw3_117,q03,validation,0.34,256,141,0.55078125,0.953125
code_n32_k20_cw3_118_q00,code_n32_k20_cw3_118,q00,test,0.16,256,10,0.0390625,0.046875
code_n32_k20_cw3_118_q01,code_n32_k20_cw3_118,q01,test,0.22,256,36,0.140625,0.1640625
code_n32_k20_cw3_118_q02,code_n32_k20_cw3_118,q02,test,0.28,256,76,0.296875,0.4609375
code_n32_k20_cw3_118_q03,code_n32_k20_cw3_118,q03,test,0.34,256,153,0.59765625,1.13671875
code_n32_k20_cw3_119_q00,code_n32_k20_cw3_119,q00,validation,0.16,256,3,0.01171875,0.01171875
code_n32_k20_cw3_119_q01,code_n32_k20_cw3_119,q01,validation,0.22,256,36,0.140625,0.171875
code_n32_k20_cw3_119_q02,code_n32_k20_cw3_119,q02,validation,0.28,256,67,0.26171875,0.37890625
code_n32_k20_cw3_119_q03,code_n32_k20_cw3_119,q03,validation,0.34,256,139,0.54296875,1.05859375
code_n40_k25_cw3_000_q00,code_n40_k25_cw3_000,q00,train,0.16,256,3,0.01171875,0.01171875
code_n40_k25_cw3_000_q01,code_n40_k25_cw3_000,q01,train,0.22,256,24,0.09375,0.1171875
code_n40_k25_cw3_000_q02,code_n40_k25_cw3_000,q02,train,0.28,256,75,0.29296875,0.48828125
code_n40_k25_cw3_000_q03,code_n40_k25_cw3_000,q03,train,0.34,256,121,0.47265625,0.9296875
code_n40_k25_cw3_001_q00,code_n40_k25_cw3_001,q00,validation,0.16,256,5,0.01953125,0.0234375
code_n40_k25_cw3_001_q01,code_n40_k25_cw3_001,q01,validation,0.22,256,22,0.0859375,0.09375
code_n40_k25_cw3_001_q02,code_n40_k25_cw3_001,q02,validation,0.28,256,66,0.2578125,0.3671875
code_n40_k25_cw3_001_q03,code_n40_k25_cw3_001,q03,validation,0.34,256,145,0.56640625,1.2578125
code_n40_k25_cw3_002_q00,code_n40_k25_cw3_002,q00,test,0.16,256,37,0.14453125,0.1640625
code_n40_k25_cw3_002_q01,code_n40_k25_cw3_002,q01,test,0.22,256,69,0.26953125,0.3125
code_n40_k25_cw3_002_q02,code_n40_k25_cw3_002,q02,test,0.28,256,115,0.44921875,0.65234375
code_n40_k25_cw3_002_q03,code_n40_k25_cw3_002,q03,test,0.34,256,168,0.65625,1.3828125
code_n40_k25_cw3_003_q00,code_n40_k25_cw3_003,q00,validation,0.16,256,37,0.14453125,0.1484375
code_n40_k25_cw3_003_q01,code_n40_k25_cw3_003,q01,validation,0.22,256,63,0.24609375,0.28515625
code_n40_k25_cw3_003_q02,code_n40_k25_cw3_003,q02,validation,0.28,256,91,0.35546875,0.54296875
code_n40_k25_cw3_003_q03,code_n40_k25_cw3_003,q03,validation,0.34,256,171,0.66796875,1.41796875
code_n40_k25_cw3_004_q00,code_n40_k25_cw3_004,q00,test,0.16,256,28,0.109375,0.12109375
code_n40_k25_cw3_004_q01,code_n40_k25_cw3_004,q01,test,0.22,256,68,0.265625,0.33984375
code_n40_k25_cw3_004_q02,code_n40_k25_cw3_004,q02,test,0.28,256,105,0.41015625,0.6328125
code_n40_k25_cw3_004_q03,code_n40_k25_cw3_004,q03,test,0.34,256,177,0.69140625,1.48046875
