graph_id,state_id,split,horizon_fraction,h_steps,K,z,collapse_fraction
g_n24_e48_k3_mid_40,g_n24_e48_k3_mid_40_p5,train,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_40,g_n24_e48_k3_mid_40_p5,train,0.1,5,64,6,0.09375
g_n24_e48_k3_mid_40,g_n24_e48_k3_mid_40_p5,train,0.15,7,64,12,0.1875
g_n24_e48_k3_mid_41,g_n24_e48_k3_mid_41_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_41,g_n24_e48_k3_mid_41_p0,train,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_41,g_n24_e48_k3_mid_41_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_mid_41,g_n24_e48_k3_mid_41_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_41,g_n24_e48_k3_mid_41_p3,train,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_41,g_n24_e48_k3_mid_41_p3,train,0.15,7,64,3,0.046875
g_n24_e48_k3_mid_41,g_n24_e48_k3_mid_41_p5,train,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_41,g_n24_e48_k3_mid_41_p5,train,0.1,5,64,4,0.0625
g_n24_e48_k3_mid_41,g_n24_e48_k3_mid_41_p5,train,0.15,7,64,5,0.078125
g_n24_e48_k3_mid_42,g_n24_e48_k3_mid_42_p0,validation,0.05,3,64,0,0.0
g_n24_e48_k3_mid_42,g_n24_e48_k3_mid_42_p0,validation,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_42,g_n24_e48_k3_mid_42_p0,validation,0.15,8,64,4,0.0625
g_n24_e48_k3_mid_42,g_n24_e48_k3_mid_42_p3,validation,0.05,3,64,0,0.0
g_n24_e48_k3_mid_42,g_n24_e48_k3_mid_42_p3,validation,0.1,5,64,0,0.0
g_n24_e48_k3_mid_42,g_n24_e48_k3_mid_42_p3,validation,0.15,7,64,1,0.015625
g_n24_e48_k3_mid_42,g_n24_e48_k3_mid_42_p5,validation,0.05,3,64,2,0.03125
g_n24_e48_k3_mid_42,g_n24_e48_k3_mid_42_p5,validation,0.1,5,64,5,0.078125
g_n24_e48_k3_mid_42,g_n24_e48_k3_mid_42_p5,validation,0.15,7,64,9,0.140625
g_n24_e48_k3_mid_43,g_n24_e48_k3_mid_43_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_43,g_n24_e48_k3_mid_43_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_43,g_n24_e48_k3_mid_43_p0,train,0.15,8,64,4,0.0625
g_n24_e48_k3_mid_43,g_n24_e48_k3_mid_43_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_43,g_n24_e48_k3_mid_43_p3,train,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_43,g_n24_e48_k3_mid_43_p3,train,0.15,7,64,5,0.078125
g_n24_e48_k3_mid_43,g_n24_e48_k3_mid_43_p5,train,0.05,3,64,4,0.0625
g_n24_e48_k3_mid_43,g_n24_e48_k3_mid_43_p5,train,0.1,5,64,9,0.140625
g_n24_e48_k3_mid_43,g_n24_e48_k3_mid_43_p5,train,0.15,7,64,19,0.296875
g_n24_e48_k3_mid_44,g_n24_e48_k3_mid_44_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_44,g_n24_e48_k3_mid_44_p0,train,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_44,g_n24_e48_k3_mid_44_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_mid_44,g_n24_e48_k3_mid_44_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_44,g_n24_e48_k3_mid_44_p3,train,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_44,g_n24_e48_k3_mid_44_p3,train,0.15,7,64,5,0.078125
g_n24_e48_k3_mid_44,g_n24_e48_k3_mid_44_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_44,g_n24_e48_k3_mid_44_p5,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_44,g_n24_e48_k3_mid_44_p5,train,0.15,7,64,3,0.046875
g_n24_e48_k3_mid_45,g_n24_e48_k3_mid_45_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_45,g_n24_e48_k3_mid_45_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_45,g_n24_e48_k3_mid_45_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_mid_45,g_n24_e48_k3_mid_45_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_45,g_n24_e48_k3_mid_45_p3,train,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_45,g_n24_e48_k3_mid_45_p3,train,0.15,7,64,2,0.03125
g_n24_e48_k3_mid_45,g_n24_e48_k3_mid_45_p5,train,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_45,g_n24_e48_k3_mid_45_p5,train,0.1,5,64,5,0.078125
g_n24_e48_k3_mid_45,g_n24_e48_k3_mid_45_p5,train,0.15,7,64,8,0.125
g_n24_e48_k3_mid_46,g_n24_e48_k3_mid_46_p0,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_46,g_n24_e48_k3_mid_46_p0,test,0.1,5,64,0,0.0
g_n24_e48_k3_mid_46,g_n24_e48_k3_mid_46_p0,test,0.15,8,64,0,0.0
g_n24_e48_k3_mid_46,g_n24_e48_k3_mid_46_p3,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_46,g_n24_e48_k3_mid_46_p3,test,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_46,g_n24_e48_k3_mid_46_p3,test,0.15,7,64,4,0.0625
g_n24_e48_k3_mid_46,g_n24_e48_k3_mid_46_p5,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_46,g_n24_e48_k3_mid_46_p5,test,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_46,g_n24_e48_k3_mid_46_p5,test,0.15,7,64,6,0.09375
g_n24_e48_k3_mid_47,g_n24_e48_k3_mid_47_p0,validation,0.05,3,64,0,0.0
g_n24_e48_k3_mid_47,g_n24_e48_k3_mid_47_p0,validation,0.1,5,64,0,0.0
g_n24_e48_k3_mid_47,g_n24_e48_k3_mid_47_p0,validation,0.15,8,64,4,0.0625
g_n24_e48_k3_mid_47,g_n24_e48_k3_mid_47_p3,validation,0.05,3,64,0,0.0
g_n24_e48_k3_mid_47,g_n24_e48_k3_mid_47_p3,validation,0.1,5,64,0,0.0
g_n24_e48_k3_mid_47,g_n24_e48_k3_mid_47_p3,validation,0.15,7,64,2,0.03125
g_n24_e48_k3_mid_47,g_n24_e48_k3_mid_47_p5,validation,0.05,3,64,0,0.0
g_n24_e48_k3_mid_47,g_n24_e48_k3_mid_47_p5,validation,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_47,g_n24_e48_k3_mid_47_p5,validation,0.15,7,64,5,0.078125
g_n24_e48_k3_mid_48,g_n24_e48_k3_mid_48_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_48,g_n24_e48_k3_mid_48_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_48,g_n24_e48_k3_mid_48_p0,train,0.15,8,64,1,0.015625
g_n24_e48_k3_mid_48,g_n24_e48_k3_mid_48_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_48,g_n24_e48_k3_mid_48_p3,train,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_48,g_n24_e48_k3_mid_48_p3,train,0.15,7,64,2,0.03125
g_n24_e48_k3_mid_48,g_n24_e48_k3_mid_48_p5,train,0.05,3,64,2,0.03125
g_n24_e48_k3_mid_48,g_n24_e48_k3_mid_48_p5,train,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_48,g_n24_e48_k3_mid_48_p5,train,0.15,7,64,7,0.109375
g_n24_e48_k3_mid_49,g_n24_e48_k3_mid_49_p0,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_49,g_n24_e48_k3_mid_49_p0,test,0.1,5,64,0,0.0
g_n24_e48_k3_mid_49,g_n24_e48_k3_mid_49_p0,test,0.15,8,64,2,0.03125
g_n24_e48_k3_mid_49,g_n24_e48_k3_mid_49_p3,test,0.05,3,64,6,0.09375
g_n24_e48_k3_mid_49,g_n24_e48_k3_mid_49_p3,test,0.1,5,64,10,0.15625
g_n24_e48_k3_mid_49,g_n24_e48_k3_mid_49_p3,test,0.15,7,64,14,0.21875
g_n24_e48_k3_mid_49,g_n24_e48_k3_mid_49_p5,test,0.05,3,64,2,0.03125
g_n24_e48_k3_mid_49,g_n24_e48_k3_mid_49_p5,test,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_49,g_n24_e48_k3_mid_49_p5,test,0.15,7,64,4,0.0625
g_n24_e48_k3_mid_50,g_n24_e48_k3_mid_50_p0,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_50,g_n24_e48_k3_mid_50_p0,test,0.1,5,64,0,0.0
g_n24_e48_k3_mid_50,g_n24_e48_k3_mid_50_p0,test,0.15,8,64,1,0.015625
g_n24_e48_k3_mid_50,g_n24_e48_k3_mid_50_p3,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_50,g_n24_e48_k3_mid_50_p3,test,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_50,g_n24_e48_k3_mid_50_p3,test,0.15,7,64,9,0.140625
g_n24_e48_k3_mid_50,g_n24_e48_k3_mid_50_p5,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_50,g_n24_e48_k3_mid_50_p5,test,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_50,g_n24_e48_k3_mid_50_p5,test,0.15,7,64,4,0.0625
g_n24_e48_k3_mid_51,g_n24_e48_k3_mid_51_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_51,g_n24_e48_k3_mid_51_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_51,g_n24_e48_k3_mid_51_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_mid_51,g_n24_e48_k3_mid_51_p3,train,0.05,3,64,2,0.03125
g_n24_e48_k3_mid_51,g_n24_e48_k3_mid_51_p3,train,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_51,g_n24_e48_k3_mid_51_p3,train,0.15,7,64,4,0.0625
g_n24_e48_k3_mid_51,g_n24_e48_k3_mid_51_p5,train,0.05,3,64,8,0.125
g_n24_e48_k3_mid_51,g_n24_e48_k3_mid_51_p5,train,0.1,5,64,12,0.1875
g_n24_e48_k3_mid_51,g_n24_e48_k3_mid_51_p5,train,0.15,7,64,17,0.265625
g_n24_e48_k3_mid_52,g_n24_e48_k3_mid_52_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_52,g_n24_e48_k3_mid_52_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_52,g_n24_e48_k3_mid_52_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_mid_52,g_n24_e48_k3_mid_52_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_52,g_n24_e48_k3_mid_52_p3,train,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_52,g_n24_e48_k3_mid_52_p3,train,0.15,7,64,3,0.046875
g_n24_e48_k3_mid_52,g_n24_e48_k3_mid_52_p5,train,0.05,3,64,3,0.046875
g_n24_e48_k3_mid_52,g_n24_e48_k3_mid_52_p5,train,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_52,g_n24_e48_k3_mid_52_p5,train,0.15,7,64,8,0.125
g_n24_e48_k3_mid_53,g_n24_e48_k3_mid_53_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_53,g_n24_e48_k3_mid_53_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_53,g_n24_e48_k3_mid_53_p0,train,0.15,8,64,1,0.015625
g_n24_e48_k3_mid_53,g_n24_e48_k3_mid_53_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_53,g_n24_e48_k3_mid_53_p3,train,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_53,g_n24_e48_k3_mid_53_p3,train,0.15,7,64,3,0.046875
g_n24_e48_k3_mid_53,g_n24_e48_k3_mid_53_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_53,g_n24_e48_k3_mid_53_p5,train,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_53,g_n24_e48_k3_mid_53_p5,train,0.15,7,64,6,0.09375
g_n24_e48_k3_mid_54,g_n24_e48_k3_mid_54_p0,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_54,g_n24_e48_k3_mid_54_p0,test,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_54,g_n24_e48_k3_mid_54_p0,test,0.15,8,64,3,0.046875
g_n24_e48_k3_mid_54,g_n24_e48_k3_mid_54_p3,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_54,g_n24_e48_k3_mid_54_p3,test,0.1,5,64,0,0.0
g_n24_e48_k3_mid_54,g_n24_e48_k3_mid_54_p3,test,0.15,7,64,2,0.03125
g_n24_e48_k3_mid_54,g_n24_e48_k3_mid_54_p5,test,0.05,3,64,2,0.03125
g_n24_e48_k3_mid_54,g_n24_e48_k3_mid_54_p5,test,0.1,5,64,4,0.0625
g_n24_e48_k3_mid_54,g_n24_e48_k3_mid_54_p5,test,0.15,7,64,8,0.125
g_n24_e48_k3_mid_55,g_n24_e48_k3_mid_55_p0,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_55,g_n24_e48_k3_mid_55_p0,test,0.1,5,64,0,0.0
g_n24_e48_k3_mid_55,g_n24_e48_k3_mid_55_p0,test,0.15,8,64,1,0.015625
g_n24_e48_k3_mid_55,g_n24_e48_k3_mid_55_p3,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_55,g_n24_e48_k3_mid_55_p3,test,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_55,g_n24_e48_k3_mid_55_p3,test,0.15,7,64,7,0.109375
g_n24_e48_k3_mid_55,g_n24_e48_k3_mid_55_p5,test,0.05,3,64,3,0.046875
g_n24_e48_k3_mid_55,g_n24_e48_k3_mid_55_p5,test,0.1,5,64,6,0.09375
g_n24_e48_k3_mid_55,g_n24_e48_k3_mid_55_p5,test,0.15,7,64,11,0.171875
g_n24_e48_k3_mid_56,g_n24_e48_k3_mid_56_p0,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_56,g_n24_e48_k3_mid_56_p0,test,0.1,5,64,1,0.015625
g_n24_e48_k3_mid_56,g_n24_e48_k3_mid_56_p0,test,0.15,8,64,1,0.015625
g_n24_e48_k3_mid_56,g_n24_e48_k3_mid_56_p3,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_56,g_n24_e48_k3_mid_56_p3,test,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_56,g_n24_e48_k3_mid_56_p3,test,0.15,7,64,7,0.109375
g_n24_e48_k3_mid_56,g_n24_e48_k3_mid_56_p5,test,0.05,3,64,0,0.0
g_n24_e48_k3_mid_56,g_n24_e48_k3_mid_56_p5,test,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_56,g_n24_e48_k3_mid_56_p5,test,0.15,7,64,4,0.0625
g_n24_e48_k3_mid_57,g_n24_e48_k3_mid_57_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_57,g_n24_e48_k3_mid_57_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_57,g_n24_e48_k3_mid_57_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_mid_57,g_n24_e48_k3_mid_57_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_57,g_n24_e48_k3_mid_57_p3,train,0.1,5,64,2,0.03125
g_n24_e48_k3_mid_57,g_n24_e48_k3_mid_57_p3,train,0.15,7,64,5,0.078125
g_n24_e48_k3_mid_57,g_n24_e48_k3_mid_57_p5,train,0.05,3,64,4,0.0625
g_n24_e48_k3_mid_57,g_n24_e48_k3_mid_57_p5,train,0.1,5,64,12,0.1875
g_n24_e48_k3_mid_57,g_n24_e48_k3_mid_57_p5,train,0.15,7,64,14,0.21875
g_n24_e48_k3_mid_58,g_n24_e48_k3_mid_58_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_58,g_n24_e48_k3_mid_58_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_58,g_n24_e48_k3_mid_58_p0,train,0.15,8,64,1,0.015625
g_n24_e48_k3_mid_58,g_n24_e48_k3_mid_58_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_mid_58,g_n24_e48_k3_mid_58_p3,train,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_58,g_n24_e48_k3_mid_58_p3,train,0.15,7,64,7,0.109375
g_n24_e48_k3_mid_58,g_n24_e48_k3_mid_58_p5,train,0.05,3,64,2,0.03125
g_n24_e48_k3_mid_58,g_n24_e48_k3_mid_58_p5,train,0.1,5,64,5,0.078125
g_n24_e48_k3_mid_58,g_n24_e48_k3_mid_58_p5,train,0.15,7,64,8,0.125
g_n24_e48_k3_mid_59,g_n24_e48_k3_mid_59_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_59,g_n24_e48_k3_mid_59_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_mid_59,g_n24_e48_k3_mid_59_p0,train,0.15,8,64,1,0.015625
g_n24_e48_k3_mid_59,g_n24_e48_k3_mid_59_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_mid_59,g_n24_e48_k3_mid_59_p3,train,0.1,5,64,3,0.046875
g_n24_e48_k3_mid_59,g_n24_e48_k3_mid_59_p3,train,0.15,7,64,6,0.09375
g_n24_e48_k3_mid_59,g_n24_e48_k3_mid_59_p5,train,0.05,3,64,8,0.125
g_n24_e48_k3_mid_59,g_n24_e48_k3_mid_59_p5,train,0.1,5,64,16,0.25
g_n24_e48_k3_mid_59,g_n24_e48_k3_mid_59_p5,train,0.15,7,64,25,0.390625
g_n24_e48_k3_high_60,g_n24_e48_k3_high_60_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_60,g_n24_e48_k3_high_60_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_60,g_n24_e48_k3_high_60_p0,train,0.15,8,64,3,0.046875
g_n24_e48_k3_high_60,g_n24_e48_k3_high_60_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_high_60,g_n24_e48_k3_high_60_p3,train,0.1,5,64,2,0.03125
g_n24_e48_k3_high_60,g_n24_e48_k3_high_60_p3,train,0.15,7,64,7,0.109375
g_n24_e48_k3_high_60,g_n24_e48_k3_high_60_p5,train,0.05,3,64,1,0.015625
g_n24_e48_k3_high_60,g_n24_e48_k3_high_60_p5,train,0.1,5,64,6,0.09375
g_n24_e48_k3_high_60,g_n24_e48_k3_high_60_p5,train,0.15,7,64,11,0.171875
g_n24_e48_k3_high_61,g_n24_e48_k3_high_61_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_61,g_n24_e48_k3_high_61_p0,train,0.1,5,64,2,0.03125
g_n24_e48_k3_high_61,g_n24_e48_k3_high_61_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_high_61,g_n24_e48_k3_high_61_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_61,g_n24_e48_k3_high_61_p3,train,0.1,5,64,1,0.015625
g_n24_e48_k3_high_61,g_n24_e48_k3_high_61_p3,train,0.15,7,64,6,0.09375
g_n24_e48_k3_high_61,g_n24_e48_k3_high_61_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_61,g_n24_e48_k3_high_61_p5,train,0.1,5,64,3,0.046875
g_n24_e48_k3_high_61,g_n24_e48_k3_high_61_p5,train,0.15,7,64,8,0.125
g_n24_e48_k3_high_62,g_n24_e48_k3_high_62_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_62,g_n24_e48_k3_high_62_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_62,g_n24_e48_k3_high_62_p0,train,0.15,8,64,1,0.015625
g_n24_e48_k3_high_62,g_n24_e48_k3_high_62_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_62,g_n24_e48_k3_high_62_p3,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_62,g_n24_e48_k3_high_62_p3,train,0.15,7,64,2,0.03125
g_n24_e48_k3_high_62,g_n24_e48_k3_high_62_p5,train,0.05,3,64,6,0.09375
g_n24_e48_k3_high_62,g_n24_e48_k3_high_62_p5,train,0.1,5,64,12,0.1875
g_n24_e48_k3_high_62,g_n24_e48_k3_high_62_p5,train,0.15,7,64,27,0.421875
g_n24_e48_k3_high_63,g_n24_e48_k3_high_63_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_63,g_n24_e48_k3_high_63_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_63,g_n24_e48_k3_high_63_p0,train,0.15,8,64,3,0.046875
g_n24_e48_k3_high_63,g_n24_e48_k3_high_63_p3,train,0.05,3,64,1,0.015625
g_n24_e48_k3_high_63,g_n24_e48_k3_high_63_p3,train,0.1,5,64,2,0.03125
g_n24_e48_k3_high_63,g_n24_e48_k3_high_63_p3,train,0.15,7,64,4,0.0625
g_n24_e48_k3_high_63,g_n24_e48_k3_high_63_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_63,g_n24_e48_k3_high_63_p5,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_63,g_n24_e48_k3_high_63_p5,train,0.15,7,64,3,0.046875
g_n24_e48_k3_high_64,g_n24_e48_k3_high_64_p0,validation,0.05,3,64,0,0.0
g_n24_e48_k3_high_64,g_n24_e48_k3_high_64_p0,validation,0.1,5,64,1,0.015625
g_n24_e48_k3_high_64,g_n24_e48_k3_high_64_p0,validation,0.15,8,64,1,0.015625
g_n24_e48_k3_high_64,g_n24_e48_k3_high_64_p3,validation,0.05,3,64,0,0.0
g_n24_e48_k3_high_64,g_n24_e48_k3_high_64_p3,validation,0.1,5,64,1,0.015625
g_n24_e48_k3_high_64,g_n24_e48_k3_high_64_p3,validation,0.15,7,64,6,0.09375
g_n24_e48_k3_high_64,g_n24_e48_k3_high_64_p5,validation,0.05,3,64,0,0.0
g_n24_e48_k3_high_64,g_n24_e48_k3_high_64_p5,validation,0.1,5,64,2,0.03125
g_n24_e48_k3_high_64,g_n24_e48_k3_high_64_p5,validation,0.15,7,64,3,0.046875
g_n24_e48_k3_high_65,g_n24_e48_k3_high_65_p0,validation,0.05,3,64,0,0.0
g_n24_e48_k3_high_65,g_n24_e48_k3_high_65_p0,validation,0.1,5,64,0,0.0
g_n24_e48_k3_high_65,g_n24_e48_k3_high_65_p0,validation,0.15,8,64,1,0.015625
g_n24_e48_k3_high_65,g_n24_e48_k3_high_65_p3,validation,0.05,3,64,0,0.0
g_n24_e48_k3_high_65,g_n24_e48_k3_high_65_p3,validation,0.1,5,64,0,0.0
g_n24_e48_k3_high_65,g_n24_e48_k3_high_65_p3,validation,0.15,7,64,2,0.03125
g_n24_e48_k3_high_65,g_n24_e48_k3_high_65_p5,validation,0.05,3,64,1,0.015625
g_n24_e48_k3_high_65,g_n24_e48_k3_high_65_p5,validation,0.1,5,64,5,0.078125
g_n24_e48_k3_high_65,g_n24_e48_k3_high_65_p5,validation,0.15,7,64,10,0.15625
g_n24_e48_k3_high_66,g_n24_e48_k3_high_66_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_66,g_n24_e48_k3_high_66_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_66,g_n24_e48_k3_high_66_p0,train,0.15,8,64,2,0.03125
g_n24_e48_k3_high_66,g_n24_e48_k3_high_66_p3,train,0.05,3,64,3,0.046875
g_n24_e48_k3_high_66,g_n24_e48_k3_high_66_p3,train,0.1,5,64,9,0.140625
g_n24_e48_k3_high_66,g_n24_e48_k3_high_66_p3,train,0.15,7,64,16,0.25
g_n24_e48_k3_high_66,g_n24_e48_k3_high_66_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_66,g_n24_e48_k3_high_66_p5,train,0.1,5,64,3,0.046875
g_n24_e48_k3_high_66,g_n24_e48_k3_high_66_p5,train,0.15,7,64,10,0.15625
g_n24_e48_k3_high_67,g_n24_e48_k3_high_67_p0,test,0.05,3,64,0,0.0
g_n24_e48_k3_high_67,g_n24_e48_k3_high_67_p0,test,0.1,5,64,0,0.0
g_n24_e48_k3_high_67,g_n24_e48_k3_high_67_p0,test,0.15,8,64,1,0.015625
g_n24_e48_k3_high_67,g_n24_e48_k3_high_67_p3,test,0.05,3,64,0,0.0
g_n24_e48_k3_high_67,g_n24_e48_k3_high_67_p3,test,0.1,5,64,0,0.0
g_n24_e48_k3_high_67,g_n24_e48_k3_high_67_p3,test,0.15,7,64,2,0.03125
g_n24_e48_k3_high_67,g_n24_e48_k3_high_67_p5,test,0.05,3,64,0,0.0
g_n24_e48_k3_high_67,g_n24_e48_k3_high_67_p5,test,0.1,5,64,1,0.015625
g_n24_e48_k3_high_67,g_n24_e48_k3_high_67_p5,test,0.15,7,64,5,0.078125
g_n24_e48_k3_high_68,g_n24_e48_k3_high_68_p0,validation,0.05,3,64,0,0.0
g_n24_e48_k3_high_68,g_n24_e48_k3_high_68_p0,validation,0.1,5,64,1,0.015625
g_n24_e48_k3_high_68,g_n24_e48_k3_high_68_p0,validation,0.15,8,64,3,0.046875
g_n24_e48_k3_high_68,g_n24_e48_k3_high_68_p3,validation,0.05,3,64,0,0.0
g_n24_e48_k3_high_68,g_n24_e48_k3_high_68_p3,validation,0.1,5,64,2,0.03125
g_n24_e48_k3_high_68,g_n24_e48_k3_high_68_p3,validation,0.15,7,64,6,0.09375
g_n24_e48_k3_high_68,g_n24_e48_k3_high_68_p5,validation,0.05,3,64,1,0.015625
g_n24_e48_k3_high_68,g_n24_e48_k3_high_68_p5,validation,0.1,5,64,3,0.046875
g_n24_e48_k3_high_68,g_n24_e48_k3_high_68_p5,validation,0.15,7,64,9,0.140625
g_n24_e48_k3_high_69,g_n24_e48_k3_high_69_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_69,g_n24_e48_k3_high_69_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_69,g_n24_e48_k3_high_69_p0,train,0.15,8,64,3,0.046875
g_n24_e48_k3_high_69,g_n24_e48_k3_high_69_p3,train,0.05,3,64,4,0.0625
g_n24_e48_k3_high_69,g_n24_e48_k3_high_69_p3,train,0.1,5,64,10,0.15625
g_n24_e48_k3_high_69,g_n24_e48_k3_high_69_p3,train,0.15,7,64,13,0.203125
g_n24_e48_k3_high_69,g_n24_e48_k3_high_69_p5,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_69,g_n24_e48_k3_high_69_p5,train,0.1,5,64,3,0.046875
g_n24_e48_k3_high_69,g_n24_e48_k3_high_69_p5,train,0.15,7,64,9,0.140625
g_n24_e48_k3_high_70,g_n24_e48_k3_high_70_p0,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_70,g_n24_e48_k3_high_70_p0,train,0.1,5,64,0,0.0
g_n24_e48_k3_high_70,g_n24_e48_k3_high_70_p0,train,0.15,8,64,5,0.078125
g_n24_e48_k3_high_70,g_n24_e48_k3_high_70_p3,train,0.05,3,64,0,0.0
g_n24_e48_k3_high_70,g_n24_e48_k3_high_70_p3,train,0.1,5,64,1,0.015625
g_n24_e48_k3_high_70,g_n24_e48_k3_high_70_p3,train,0.15,7,64,4,0.0625
g_n24_e48_k3_high_70,g_n24_e48_k3_high_70_p5,train,0.05,3,64,2,0.03125
g_n24_e48_k3_high_70,g_n24_e48_k3_high_70_p5,train,0.1,5,64,3,0.046875
g_n24_e48_k3_high_70,g_n24_e48_k3_high_70_p5,train,0.15,7,64,8,0.125
