row_id,graph_id,q_id,split,q,K,z,disconnect_fraction
g_n20_m30_k2_032_q03,g_n20_m30_k2_032,q03,train,0.5,256,200,0.78125
g_n20_m30_k2_033_q00,g_n20_m30_k2_033,q00,train,0.2,256,43,0.16796875
g_n20_m30_k2_033_q01,g_n20_m30_k2_033,q01,train,0.3,256,104,0.40625
g_n20_m30_k2_033_q02,g_n20_m30_k2_033,q02,train,0.4,256,161,0.62890625
g_n20_m30_k2_033_q03,g_n20_m30_k2_033,q03,train,0.5,256,210,0.8203125
g_n20_m30_k2_034_q00,g_n20_m30_k2_034,q00,train,0.2,256,36,0.140625
g_n20_m30_k2_034_q01,g_n20_m30_k2_034,q01,train,0.3,256,98,0.3828125
g_n20_m30_k2_034_q02,g_n20_m30_k2_034,q02,train,0.4,256,168,0.65625
g_n20_m30_k2_034_q03,g_n20_m30_k2_034,q03,train,0.5,256,193,0.75390625
g_n20_m30_k2_035_q00,g_n20_m30_k2_035,q00,test,0.2,256,24,0.09375
g_n20_m30_k2_035_q01,g_n20_m30_k2_035,q01,test,0.3,256,87,0.33984375
g_n20_m30_k2_035_q02,g_n20_m30_k2_035,q02,test,0.4,256,150,0.5859375
g_n20_m30_k2_035_q03,g_n20_m30_k2_035,q03,test,0.5,256,200,0.78125
g_n20_m30_k2_036_q00,g_n20_m30_k2_036,q00,validation,0.2,256,37,0.14453125
g_n20_m30_k2_036_q01,g_n20_m30_k2_036,q01,validation,0.3,256,91,0.35546875
g_n20_m30_k2_036_q02,g_n20_m30_k2_036,q02,validation,0.4,256,140,0.546875
g_n20_m30_k2_036_q03,g_n20_m30_k2_036,q03,validation,0.5,256,199,0.77734375
g_n20_m30_k2_037_q00,g_n20_m30_k2_037,q00,train,0.2,256,31,0.12109375
g_n20_m30_k2_037_q01,g_n20_m30_k2_037,q01,train,0.3,256,71,0.27734375
g_n20_m30_k2_037_q02,g_n20_m30_k2_037,q02,train,0.4,256,148,0.578125
g_n20_m30_k2_037_q03,g_n20_m30_k2_037,q03,train,0.5,256,193,0.75390625
g_n20_m30_k2_038_q00,g_n20_m30_k2_038,q00,train,0.2,256,41,0.16015625
g_n20_m30_k2_038_q01,g_n20_m30_k2_038,q01,train,0.3,256,87,0.33984375
g_n20_m30_k2_038_q02,g_n20_m30_k2_038,q02,train,0.4,256,141,0.55078125
g_n20_m30_k2_038_q03,g_n20_m30_k2_038,q03,train,0.5,256,204,0.796875
g_n20_m30_k2_039_q00,g_n20_m30_k2_039,q00,train,0.2,256,20,0.078125
g_n20_m30_k2_039_q01,g_n20_m30_k2_039,q01,train,0.3,256,78,0.3046875
g_n20_m30_k2_039_q02,g_n20_m30_k2_039,q02,train,0.4,256,146,0.5703125
g_n20_m30_k2_039_q03,g_n20_m30_k2_039,q03,train,0.5,256,212,0.828125
