graph_id,split,n,m,kappa,edge_factor,source,target,seed,edges
g_n20_m30_k2_030,validation,20,30,2,1.5,0,10,56084607,"[[0, 1], [0, 8], [1, 3], [1, 4], [1, 7], [2, 6], [2, 8], [3, 6], [3, 9], [4, 8], [5, 6], [5, 7], [6, 9], [7, 8], [7, 12], [9, 18], [10, 12], [10, 13], [10, 19], [11, 15], [11, 19], [12, 14], [13, 14], [14, 16], [14, 17], [14, 18], [15, 17], [16, 19], [17, 19], [18, 19]]"
g_n20_m30_k2_031,train,20,30,2,1.5,0,10,56084608,"[[0, 7], [0, 9], [1, 4], [1, 5], [1, 7], [1, 14], [2, 5], [2, 8], [3, 5], [3, 6], [3, 9], [3, 16], [4, 5], [6, 8], [6, 9], [7, 8], [10, 14], [10, 19], [11, 12], [11, 19], [12, 14], [12, 16], [12, 17], [12, 18], [13, 14], [13, 16], [13, 18], [15, 16], [15, 17], [18, 19]]"
g_n20_m30_k2_032,train,20,30,2,1.5,0,10,56084609,"[[0, 3], [0, 6], [0, 7], [0, 9], [1, 4], [1, 6], [2, 3], [2, 6], [2, 8], [3, 9], [4, 5], [4, 8], [4, 15], [5, 7], [5, 9], [5, 19], [10, 14], [10, 15], [10, 18], [11, 15], [11, 19], [12, 17], [12, 19], [13, 17], [13, 18], [14, 16], [15, 18], [15, 19], [16, 17], [16, 18]]"
g_n20_m30_k2_033,train,20,30,2,1.5,0,10,56084610,"[[0, 6], [0, 9], [1, 4], [1, 5], [1, 6], [1, 8], [2, 3], [2, 4], [2, 7], [3, 5], [4, 7], [4, 8], [5, 7], [6, 11], [8, 9], [8, 14], [10, 13], [10, 16], [10, 18], [11, 15], [11, 18], [12, 13], [12, 14], [12, 16], [13, 15], [13, 16], [13, 17], [14, 19], [16, 19], [17, 18]]"
g_n20_m30_k2_034,train,20,30,2,1.5,0,10,56084611,"[[0, 4], [0, 7], [1, 2], [1, 9], [2, 4], [2, 5], [3, 4], [3, 8], [3, 9], [3, 13], [4, 8], [4, 9], [5, 8], [6, 7], [6, 8], [6, 14], [10, 14], [10, 17], [10, 18], [11, 12], [11, 18], [12, 13], [12, 14], [12, 16], [13, 14], [15, 18], [15, 19], [16, 17], [16, 18], [18, 19]]"
g_n20_m30_k2_035,test,20,30,2,1.5,0,10,56084612,"[[0, 3], [0, 9], [0, 14], [1, 3], [1, 5], [1, 7], [2, 5], [2, 7], [3, 5], [3, 6], [3, 7], [4, 8], [4, 9], [4, 17], [5, 9], [6, 8], [10, 13], [10, 16], [10, 19], [11, 13], [11, 15], [12, 14], [12, 15], [12, 18], [13, 19], [14, 18], [15, 17], [16, 18], [17, 19], [18, 19]]"
g_n20_m30_k2_036,validation,20,30,2,1.5,0,10,56084613,"[[0, 4], [0, 9], [1, 2], [1, 7], [2, 3], [2, 9], [2, 14], [3, 4], [3, 6], [4, 8], [4, 9], [5, 6], [5, 7], [5, 9], [5, 18], [8, 9], [10, 14], [10, 15], [11, 14], [11, 19], [12, 16], [12, 17], [12, 18], [13, 15], [13, 18], [14, 18], [15, 16], [15, 19], [16, 17], [17, 18]]"
g_n20_m30_k2_037,train,20,30,2,1.5,0,10,56084614,"[[0, 4], [0, 6], [0, 8], [1, 5], [1, 9], [1, 18], [2, 3], [2, 5], [2, 7], [2, 14], [3, 6], [4, 8], [4, 9], [5, 6], [5, 7], [7, 8], [10, 11], [10, 14], [10, 15], [10, 17], [11, 19], [12, 14], [12, 17], [13, 14], [13, 15], [13, 16], [14, 19], [16, 18], [17, 18], [17, 19]]"
g_n20_m30_k2_038,train,20,30,2,1.5,0,10,56084615,"[[0, 6], [0, 8], [1, 4], [1, 9], [2, 3], [2, 4], [2, 5], [2, 6], [2, 9], [3, 4], [3, 5], [3, 7], [4, 7], [4, 8], [6, 15], [7, 11], [10, 13], [10, 14], [10, 15], [10, 16], [11, 14], [11, 18], [12, 17], [12, 18], [13, 16], [13, 19], [15, 17], [15, 18], [16, 17], [18, 19]]"
g_n20_m30_k2_039,train,20,30,2,1.5,0,10,56084616,"[[0, 1], [0, 2], [0, 8], [1, 4], [1, 6], [2, 5], [2, 6], [2, 7], [3, 6], [3, 9], [4, 5], [4, 8], [4, 18], [7, 9], [7, 14], [8, 9], [10, 13], [10, 18], [10, 19], [11, 16], [11, 17], [11, 19], [12, 13], [12, 14], [13, 19], [14, 15], [14, 17], [15, 16], [15, 17], [17, 18]]"
